device_id,device_type,location,firmware_version,ip_address,status,model,operating_system,battery_level,last_check_in
ac7933f2-8fce-492b-ad9c-d54f0e9ac07c,Actuator,Room A,45,54.30.58.44,Inactive,Model C,RTOS,31,8/16/2023 6:56
cf16665b-7247-4193-a7e4-f9b38afd41c1,Gateway,Room A,62,119.84.235.98,Active,Model C,RTOS,86,3/4/2023 23:58
59ec3a08-d860-4f49-a42e-b3adbf53961a,Gateway,Room B,77,37.121.14.66,Inactive,Model C,Linux,27,2/25/2023 22:28
c457e54f-f883-4598-ac23-5f8cc27b1a2d,Actuator,Room B,79,37.59.50.247,Inactive,Model A,RTOS,6,7/11/2023 13:23
9f7dd1d9-e12a-46ba-ae24-d4044df710bb,Actuator,Outdoor,18,124.99.160.197,Active,Model B,Linux,68,8/24/2023 7:18
f102155c-6149-4ea5-bd63-8be29c72cb48,Sensor,Room A,62,169.16.71.35,Inactive,Model A,Linux,8,6/23/2023 15:50
dd7854da-d834-4e22-be11-efcafaa88091,Actuator,Room B,84,9.254.250.98,Inactive,Model A,RTOS,73,8/20/2023 8:31
5c8bd0ad-1836-4756-937a-b65fcceebe67,Gateway,Outdoor,87,211.79.125.165,Active,Model A,RTOS,91,7/6/2023 13:47
b11b6e93-24ee-40f9-9c0c-90f80acb252e,Actuator,Outdoor,26,183.236.147.192,Inactive,Model C,RTOS,24,10/8/2023 4:21
ca202c67-5074-4bb2-b006-dcb11a1774ce,Actuator,Room B,36,32.139.169.223,Active,Model C,Linux,12,4/4/2023 7:21
d889f997-d34d-409e-aaff-80388aaa287f,Sensor,Room A,73,116.88.161.153,Active,Model B,Windows IoT,63,1/21/2023 19:58
61f05e73-739c-4041-9d39-209e5f151db6,Actuator,Outdoor,71,177.172.57.199,Active,Model B,Windows IoT,68,6/23/2023 20:27
eb0be4ab-147a-4f08-92d7-ec9bf8589167,Gateway,Room A,94,41.121.113.220,Inactive,Model A,Windows IoT,18,7/19/2023 7:40
9d9e2f0e-b8da-45c9-b64a-a4ad16e08c07,Actuator,Room A,99,79.157.58.0,Inactive,Model A,RTOS,1,11/13/2023 3:11
6d387066-e95b-417c-9ea6-d8af3a31d8d0,Gateway,Room B,66,166.149.74.130,Inactive,Model C,Linux,59,9/13/2023 12:24
49d535cb-390c-4fe7-8d15-79a072d0a70b,Gateway,Room A,22,104.209.65.138,Active,Model A,Windows IoT,59,5/17/2023 12:15
61333f37-ba31-48d4-8ae8-8f4b2329eed6,Gateway,Outdoor,45,110.172.61.28,Active,Model C,Linux,58,3/9/2023 9:53
1acdf301-9c47-4d9e-b17e-50121e1bccb9,Actuator,Room A,58,80.58.75.159,Active,Model A,RTOS,59,6/15/2023 9:10
bd57b20c-72a4-451d-bfa0-14cf5e941a14,Sensor,Room B,69,73.239.172.6,Inactive,Model C,Windows IoT,34,3/27/2023 15:46
0b419070-8a6e-4591-82d0-957e459e4c86,Sensor,Room B,13,113.30.241.1,Inactive,Model B,RTOS,5,3/20/2023 15:54
9c060bef-21fd-4eac-ba5e-e5c791da38aa,Sensor,Room B,62,55.178.195.98,Inactive,Model C,RTOS,57,7/10/2023 2:25
a5c4afd7-0874-4e85-b2e4-db342eff3ad9,Sensor,Outdoor,85,27.228.0.12,Active,Model A,Linux,43,7/20/2023 2:49
21900896-7dd6-47e3-b000-b9124058faf0,Sensor,Room A,21,37.124.28.107,Active,Model B,Linux,7,6/4/2023 13:37
08c8c930-170f-4baa-ba24-8130034fee86,Gateway,Outdoor,60,141.75.84.64,Inactive,Model B,RTOS,61,10/1/2023 22:36
32ed3ee8-e648-4078-83cd-f520e7b9f359,Actuator,Outdoor,81,111.195.27.156,Inactive,Model B,Windows IoT,71,11/6/2023 8:54
7e7fa623-3753-4b7a-a0ab-543b6bd01238,Gateway,Room A,12,52.142.69.225,Active,Model A,RTOS,0,8/15/2023 23:34
c588b9f7-ed58-4a2e-a27c-25c0369dc632,Actuator,Room A,29,78.68.26.224,Inactive,Model A,Linux,73,5/10/2023 0:55
ed695b7a-44b1-4ca6-af61-48526250c30c,Actuator,Outdoor,53,112.121.67.81,Inactive,Model B,Linux,29,8/22/2023 5:28
2be18975-a713-430b-923a-969709f469b1,Gateway,Room A,78,41.210.248.245,Inactive,Model A,Windows IoT,66,7/6/2023 3:05
5e110056-8f63-4ebd-8898-08135603097e,Actuator,Room A,37,116.86.224.78,Inactive,Model B,Linux,34,9/8/2023 2:31
d2e6084a-f597-4fac-ab50-971bb8102bf6,Gateway,Room A,18,10.122.245.88,Active,Model B,Linux,82,2/22/2023 14:25
98a04df5-4186-4160-9bd3-2abe96d58bbd,Gateway,Room B,92,214.130.210.212,Inactive,Model A,RTOS,16,8/14/2023 3:12
8d3b0ee8-084c-4a05-93ae-5df38f38c53b,Gateway,Room A,64,114.87.6.246,Active,Model C,Windows IoT,77,3/25/2023 15:20
52a26710-b92d-4d5c-a24f-1851f4e32525,Sensor,Room B,84,103.156.215.13,Active,Model C,Windows IoT,68,5/19/2023 2:02
2328181f-74bd-4574-8231-065844c207e0,Sensor,Room A,21,75.81.22.79,Inactive,Model C,Linux,45,9/29/2023 6:18
f3edc77f-8610-427f-a609-96f84eaaaa2f,Actuator,Room B,16,22.67.238.17,Active,Model C,Windows IoT,2,2/4/2023 16:19
ca466efd-db9f-4369-a79b-e2a7024160f5,Actuator,Outdoor,52,89.112.118.226,Active,Model B,RTOS,59,3/13/2023 13:42
34eed22b-8e77-4c7c-b3e7-fe65107da695,Gateway,Room B,58,82.199.123.4,Inactive,Model A,RTOS,39,6/1/2023 6:13
c854aee7-d41f-4e86-aa33-0caad3b7ebea,Gateway,Room B,25,217.234.246.227,Active,Model B,Linux,71,5/7/2023 10:26
304f225e-804e-4f41-9817-bca81a19e04f,Sensor,Outdoor,51,57.126.186.149,Active,Model A,Windows IoT,97,7/6/2023 0:19
7e4df6b0-53d2-4a8f-99e2-b416cc61b1b4,Sensor,Room B,80,154.71.51.79,Inactive,Model C,RTOS,38,7/31/2023 18:37
eeda3ccf-7dbd-4cbd-9847-5aab5b4f7d33,Sensor,Outdoor,88,107.33.146.216,Inactive,Model A,RTOS,26,7/25/2023 3:46
29e5bea0-6c28-42e5-b981-9e442a056183,Actuator,Outdoor,93,50.120.115.210,Inactive,Model C,Linux,5,3/5/2023 13:43
914683db-140e-498e-80e8-4b367d35346c,Sensor,Room A,27,72.71.187.8,Inactive,Model C,Windows IoT,91,5/14/2023 11:10
a24fd10c-0fed-4ea4-b24e-dfb067b957c4,Actuator,Outdoor,55,86.58.207.170,Inactive,Model B,Linux,95,1/30/2023 22:51
4efe6478-3b1b-48df-a36f-1d6ce584c816,Actuator,Room A,99,155.14.218.164,Active,Model B,Linux,53,1/29/2023 10:25
86c856de-43d8-4083-b9a3-12b805cec92a,Sensor,Room B,46,107.193.59.98,Inactive,Model B,Linux,70,7/15/2023 5:58
982922f9-b75c-4527-ad7f-cf8e6e4bb67e,Sensor,Outdoor,30,186.146.45.88,Active,Model C,Windows IoT,20,3/25/2023 22:43
094b24f5-ea90-4ed6-915c-91bd927b87b5,Sensor,Room B,53,217.241.229.238,Inactive,Model C,Linux,64,2/19/2023 17:15
e02e0c72-b7b8-4ba3-8f31-edf70831ed64,Sensor,Outdoor,34,54.234.58.155,Inactive,Model C,RTOS,30,3/18/2023 11:08
041fa3e4-be65-4722-a4b7-7e57613cb9c1,Gateway,Room A,16,185.112.0.3,Inactive,Model B,Linux,92,6/3/2023 16:35
3a8e06e0-d695-496a-b7da-50a2649d5d0c,Gateway,Room A,23,25.190.208.60,Active,Model C,Linux,27,6/21/2023 21:58
f3fa6774-3183-44cb-9636-90b935279cf5,Sensor,Room B,60,81.15.88.206,Active,Model C,Windows IoT,69,3/11/2023 10:24
307c86bf-05d7-40b2-842e-0948959b3f30,Actuator,Room A,13,40.70.131.73,Active,Model C,Windows IoT,50,5/18/2023 11:03
3c9abd06-ca02-4064-8db3-4ddec3bff6c7,Actuator,Room A,43,178.26.101.161,Active,Model C,RTOS,84,3/13/2023 7:23
96213548-d331-42da-8670-9ddd360839de,Actuator,Room A,76,130.56.5.179,Active,Model A,Windows IoT,20,5/13/2023 0:26
d515cc2a-2c1a-44f5-9c18-6047e572cd4d,Sensor,Outdoor,35,24.14.59.55,Inactive,Model B,Windows IoT,14,5/27/2023 21:32
e174a3e0-d510-449e-80a5-7a24f6432b99,Gateway,Room B,10,214.125.247.95,Active,Model A,Linux,30,1/19/2023 20:24
a682881e-d9e1-4177-a25d-aebc5564d596,Gateway,Room B,11,198.60.178.242,Inactive,Model A,Windows IoT,9,9/21/2023 16:03
ff92b733-995e-4488-973c-2f7a35e49dcb,Actuator,Room A,72,75.239.21.85,Inactive,Model B,Windows IoT,23,7/2/2023 19:11
a94591d0-d852-46a3-b58e-8e951ab67333,Gateway,Room B,84,67.154.91.9,Inactive,Model A,Windows IoT,19,6/26/2023 17:26
316b669d-f5e3-45c3-b747-ed641a7737f1,Actuator,Outdoor,18,9.68.71.190,Active,Model C,RTOS,37,8/3/2023 1:05
62b2f253-c051-421c-b06c-199f192f4c83,Gateway,Outdoor,99,107.209.110.80,Inactive,Model C,Linux,3,4/24/2023 0:51
afb8f8a1-3b61-46e9-bb33-26c3e77cc156,Gateway,Outdoor,58,61.207.179.56,Inactive,Model A,RTOS,28,11/19/2023 17:34
5c021256-3a6b-42ad-b0fb-28d8020fc61d,Sensor,Room B,54,139.1.72.45,Inactive,Model C,Linux,100,1/6/2023 20:34
c0014095-be8b-4ffa-aac6-4fbaf84e0436,Sensor,Room B,58,189.127.44.182,Active,Model A,RTOS,6,8/10/2023 22:11
ef1e8160-6359-46f9-bef9-3e0b2dffac19,Sensor,Room A,21,25.163.68.48,Inactive,Model A,RTOS,87,7/19/2023 8:48
2c81bb12-80fb-4581-bfac-2e7668e2c183,Sensor,Outdoor,42,99.160.44.188,Inactive,Model B,Linux,4,5/11/2023 14:07
395d34e8-7945-4078-824a-102d8a0ce5bb,Actuator,Room B,20,48.220.71.228,Active,Model B,Linux,89,9/8/2023 3:35
22ac23db-e4bf-40d3-b2c4-35a0836a3b1a,Actuator,Room B,86,134.181.205.93,Active,Model C,Linux,18,7/11/2023 13:23
39595762-eb7f-4358-a088-c6c4000ad237,Actuator,Room B,81,201.17.186.80,Active,Model B,RTOS,55,4/9/2023 4:18
6b3cc0ec-a950-4bd1-b0c8-977ee7593e4c,Actuator,Outdoor,48,198.111.62.68,Active,Model A,Windows IoT,84,4/20/2023 22:35
e6fb1c1e-d667-4a6f-b17b-119f5e92e2dd,Sensor,Room B,93,164.112.39.183,Inactive,Model A,Windows IoT,43,4/4/2023 20:51
834c6858-c384-40ec-bb5f-691d20ed20eb,Gateway,Outdoor,48,134.162.119.210,Inactive,Model C,Windows IoT,79,4/27/2023 8:08
9d0f40f5-f6b7-4017-b188-1b50e1ace8f3,Gateway,Room A,82,108.170.152.186,Active,Model C,Linux,5,5/23/2023 21:38
69fc6ef4-8cce-4450-919d-c9c70d5739e8,Gateway,Outdoor,76,32.181.198.131,Inactive,Model C,RTOS,18,2/11/2023 8:19
03d6c639-80a1-4dd2-9a19-beabf9b2b761,Gateway,Outdoor,79,14.63.69.191,Inactive,Model B,Linux,77,11/3/2023 8:07
d8df7c96-c258-43a3-9226-f55c2b461156,Actuator,Room B,15,107.251.215.185,Active,Model C,Windows IoT,86,9/10/2023 13:41
7d145ca7-4d27-4562-baa6-d8279953428d,Gateway,Room A,64,218.32.122.169,Active,Model A,RTOS,44,4/29/2023 1:03
cf0496f2-2d0d-4801-85b5-d31acafdce98,Gateway,Outdoor,12,175.42.49.206,Active,Model C,Windows IoT,42,7/20/2023 8:30
5c98828d-83e8-4c9b-ab10-ab05f2d75112,Actuator,Outdoor,45,86.163.41.155,Inactive,Model C,RTOS,33,10/23/2023 17:23
5182acf8-342c-4b18-bfa5-3d115be7ddbe,Actuator,Room A,17,113.60.53.45,Inactive,Model C,Windows IoT,45,7/22/2023 17:36
1ce3eb2c-fca0-4aa9-80c9-b3b3c5a4b540,Actuator,Room B,79,75.79.237.238,Active,Model C,Windows IoT,38,7/14/2023 17:29
b3855d32-5d3e-4323-a22f-30cb0a85b26c,Actuator,Outdoor,78,123.86.206.64,Inactive,Model B,RTOS,95,9/20/2023 3:45
a6f36d85-db19-4e2d-acb9-801f373fd197,Sensor,Room B,40,217.185.248.106,Inactive,Model C,Windows IoT,75,3/5/2023 1:43
b279b88c-5017-4dfe-934d-228344e26ddc,Actuator,Room B,72,154.95.59.167,Inactive,Model C,Windows IoT,13,1/16/2023 4:14
1f980d22-2054-497e-8ea7-0a8c1984ef38,Gateway,Outdoor,11,158.2.68.124,Active,Model C,RTOS,92,1/4/2023 9:52
fea4d6d0-f407-496d-8f04-9ce61bdad95b,Gateway,Outdoor,87,119.38.179.197,Inactive,Model C,RTOS,59,3/6/2023 15:37
7621cf79-1326-4af5-9c73-9faff576d3f1,Actuator,Room A,96,208.163.2.142,Inactive,Model B,Windows IoT,93,3/7/2023 0:40
40832ac9-e4cf-44bc-b19c-9af8b6f84618,Actuator,Room B,62,86.43.125.159,Inactive,Model C,Windows IoT,72,9/29/2023 11:45
3c9388ba-58ca-48f9-8878-52e84f11613d,Actuator,Room A,82,110.159.89.198,Active,Model C,Linux,42,6/1/2023 20:31
db4e08ac-33fb-4372-a1f3-227eba0ae8ae,Gateway,Outdoor,93,111.195.229.69,Inactive,Model B,Linux,55,6/24/2023 19:39
0cb75999-af78-4d5e-847d-1ce278ee3857,Sensor,Room B,47,42.114.232.5,Active,Model A,RTOS,53,1/16/2023 21:57
2b2257f5-bd14-4b42-abb6-7816986e3be2,Sensor,Room B,50,193.222.182.85,Active,Model A,RTOS,67,5/20/2023 8:33
4c986de1-89ec-4da7-9de7-121d31529e11,Gateway,Room A,71,18.179.136.138,Inactive,Model B,RTOS,31,6/3/2023 13:28
ded7ab9f-ceed-4938-881b-6fe4de831d09,Sensor,Room A,33,165.140.18.68,Active,Model B,Windows IoT,17,6/29/2023 9:28
a54ae22d-608b-4927-8b0d-caaa77374780,Actuator,Room A,27,211.156.4.192,Inactive,Model C,Linux,96,9/28/2023 18:01
37fd44ea-718a-450a-860b-9388ea3e51dc,Gateway,Room B,41,205.145.38.88,Active,Model B,Linux,45,7/17/2023 18:39
01d2ed5f-f306-465c-ad44-d8d73407c693,Gateway,Room A,14,178.1.165.145,Active,Model A,RTOS,82,10/12/2023 15:26
db0594f7-e71a-4eaf-aa11-321acedfa037,Actuator,Room B,95,93.128.202.25,Active,Model B,RTOS,56,4/4/2023 6:49
26a93aca-f3c4-4dae-9296-455715d561ae,Gateway,Room A,43,133.241.120.228,Active,Model A,RTOS,58,6/10/2023 11:10
4f59606f-bc90-4287-aaa7-3c3e48947bed,Actuator,Room A,96,142.155.50.209,Active,Model C,Linux,18,6/10/2023 15:13
dd790863-57c6-4042-9875-c92fb8782bd5,Gateway,Room B,93,147.230.91.24,Inactive,Model C,Linux,58,9/19/2023 2:38
3841b4b4-60ce-4bc5-8ccf-eb94f98a5d94,Actuator,Room B,23,107.125.221.164,Active,Model A,Windows IoT,77,5/2/2023 15:34
7d6ed027-82ea-4bb6-8b08-54f2ee6fc113,Gateway,Room A,34,186.49.71.187,Inactive,Model A,Windows IoT,47,8/23/2023 20:40
148f50a0-a34e-4557-8032-ea07761b19bd,Actuator,Room B,90,169.1.249.217,Inactive,Model C,Linux,16,4/24/2023 16:13
9da4a15d-955c-41f3-a2f3-c38943cd14d5,Sensor,Room A,95,169.50.226.186,Active,Model B,Linux,26,5/14/2023 4:16
bee4906d-b817-4a86-ab42-95ad1bdbedae,Sensor,Outdoor,39,49.62.217.61,Inactive,Model B,Linux,32,6/8/2023 0:08
067209e9-5b3f-4926-aaf2-ea08f91b9a44,Sensor,Room A,78,32.77.104.148,Active,Model C,Windows IoT,54,2/24/2023 4:36
f264d23a-ee55-44b1-8168-0eefdd906dd3,Gateway,Room A,33,151.45.84.71,Inactive,Model A,Windows IoT,50,7/21/2023 20:23
ba59b128-cb95-4352-9f31-ebf97811d42d,Actuator,Room B,52,201.116.135.80,Inactive,Model B,Linux,3,10/30/2023 21:49
678a56be-6ff1-4bc6-b827-d27982eb8a61,Sensor,Room B,10,5.126.26.160,Inactive,Model C,RTOS,39,4/16/2023 8:52
99359abe-6fb7-4fb5-927f-6168f7b66615,Actuator,Room A,34,202.5.39.225,Inactive,Model C,Windows IoT,85,10/10/2023 19:40
4630425a-d900-4512-8000-5da1afd9767a,Gateway,Room A,18,78.201.142.180,Active,Model A,Linux,48,1/17/2023 13:46
b20d1e5c-c2aa-47c0-a5b7-5fcdae36c597,Sensor,Outdoor,69,159.127.159.203,Active,Model B,Linux,16,6/2/2023 18:17
0a654b6c-b35b-4061-a810-22028eb21998,Sensor,Room A,62,5.143.12.3,Inactive,Model C,RTOS,81,4/28/2023 16:22
f5004601-33ac-43c7-a0c1-f46af0e56de8,Actuator,Room B,24,28.45.146.250,Inactive,Model C,Linux,83,8/30/2023 14:58
a2a446fb-92ea-4137-a131-c308436deb38,Sensor,Room A,66,95.29.67.6,Inactive,Model C,Windows IoT,83,9/22/2023 22:13
e21bef4a-4675-4095-a777-3332fb48f429,Sensor,Outdoor,99,30.84.84.225,Active,Model C,Linux,2,8/8/2023 6:22
c98d4bb6-c2a9-4fa6-94bf-b5ed403614cc,Gateway,Room B,77,12.24.56.163,Inactive,Model B,Linux,30,4/11/2023 10:10
130b49d4-3bab-4961-9451-061056925fa6,Sensor,Outdoor,40,148.98.22.100,Inactive,Model B,Windows IoT,86,5/19/2023 14:21
83ff9321-daea-43f3-be68-02593c458191,Gateway,Outdoor,70,172.122.15.242,Active,Model A,Windows IoT,50,2/24/2023 3:53
64727a25-780a-4fec-beb9-ed5c6255428b,Actuator,Outdoor,91,198.58.235.244,Inactive,Model B,Windows IoT,32,4/18/2023 6:02
80a87b0e-d84d-4782-a99e-79835444b9f6,Sensor,Room A,98,83.13.11.188,Active,Model A,RTOS,2,10/1/2023 8:47
86d60ce9-bc48-4995-9bcb-fac51e89c63c,Sensor,Outdoor,17,121.135.59.61,Active,Model A,Windows IoT,59,8/24/2023 18:54
f6c071b0-94aa-4c3e-b49f-9a7c2c63c39a,Gateway,Room B,87,195.169.29.39,Active,Model C,Windows IoT,15,5/19/2023 2:38
f9e4f56c-158f-47a0-bd1d-f306fb0f4f8e,Sensor,Room B,66,60.87.229.69,Inactive,Model C,Linux,56,2/21/2023 3:20
b6fd9f5a-e4e8-4108-87ae-216fed4af187,Sensor,Room B,68,29.197.138.228,Inactive,Model C,Windows IoT,48,4/17/2023 14:34
44d85b78-1d65-4e7e-937a-0d648f2d27ba,Sensor,Room B,88,101.253.60.163,Inactive,Model A,RTOS,93,4/5/2023 14:38
4d97a661-f31b-42bb-9332-913194ae0de0,Gateway,Room B,61,154.20.214.170,Inactive,Model B,Windows IoT,32,5/16/2023 2:58
7d9e01cd-b15d-431f-b5e3-9a30a8b6e168,Gateway,Room A,48,192.23.234.186,Inactive,Model B,Windows IoT,94,6/19/2023 1:57
0d0fc2e6-6a4a-4771-8f5a-5cc53fd8eabf,Gateway,Outdoor,88,40.85.112.170,Inactive,Model A,Linux,28,8/24/2023 22:27
a2144f52-33e1-42a1-9d58-8044815284d3,Sensor,Room B,10,32.14.206.142,Inactive,Model A,RTOS,100,8/18/2023 16:16
5e265055-842a-45ac-a211-ab65f9228d5b,Actuator,Room A,62,89.81.243.249,Active,Model A,Linux,20,1/18/2023 22:54
da90f258-8799-4e3e-9ee0-88ad530b61ce,Sensor,Outdoor,19,166.107.73.165,Active,Model C,Windows IoT,38,6/27/2023 19:43
aba096be-81b5-4177-b4c3-fed820bd1706,Sensor,Outdoor,42,81.78.104.24,Inactive,Model C,RTOS,97,7/26/2023 23:02
bf41e4d1-b387-4f92-b44f-0852c344e571,Sensor,Room B,68,166.153.179.41,Inactive,Model A,Linux,15,4/22/2023 18:16
d39e8213-333a-4a9f-af7b-964572c9440f,Sensor,Room A,37,184.25.62.181,Active,Model B,Linux,23,10/9/2023 7:12
8ecba759-67e0-4584-8e37-9191fda481c4,Gateway,Outdoor,95,196.101.240.238,Inactive,Model B,Linux,99,4/22/2023 18:52
b0e96910-ce1a-4b0b-be05-1e8b3e8d3761,Sensor,Room A,76,216.205.58.105,Active,Model C,Windows IoT,80,2/2/2023 10:16
abc7ab5d-3346-4f3c-85ac-5c5cf669b6c7,Gateway,Room A,85,8.62.40.134,Inactive,Model B,RTOS,14,1/2/2023 23:58
002de389-6c2d-4094-b4c6-7e32c1494fb1,Actuator,Outdoor,21,217.39.75.141,Inactive,Model A,Linux,13,4/15/2023 7:15
44e70327-a6ee-4632-87a7-576524fe9dee,Sensor,Room A,38,171.10.196.107,Active,Model C,Linux,91,3/13/2023 5:45
b55bb564-56ec-486c-9959-014af61f7b00,Gateway,Room B,69,31.127.88.12,Active,Model B,Linux,73,6/7/2023 0:31
08ed2518-e522-4722-b17e-e23ff7ef192b,Actuator,Room B,73,139.174.73.156,Active,Model B,Linux,6,6/13/2023 8:15
55842a7d-072b-470f-912f-a6db2eee6ba1,Sensor,Room B,59,169.211.180.16,Active,Model B,Linux,73,8/29/2023 6:47
