Prior_Knowledge,Learning_Style,Motivation,Quality_of_Teaching,Curriculum_Quality,Class_Size,Parental_Involvement,Family_SES,Cultural_Background,Physical_Health,Mental_Health,Nutrition,Peer_Influence,Collaboration,Technology_Access,Extracurricular_Activities,Study_Skills,Attendance,CGPA
59.09124836,Auditory,9.980387701,4.244270546,3.633895879,14.56684642,6.7164129,7.050107348,Suburban,6.325019385,4.132859928,2.173955091,3.853799085,9.122081853,High,Arts,9.243609359,2.483396947,18.76642278
59.17022549,Auditory,7.09139169,7.041437427,5.908851552,30.00126566,9.185998856,1.048052278,Suburban,1.113920456,6.916537355,8.178089973,8.683867918,3.059724482,High,Arts,6.273435067,2.882661335,18.48104463
65.21211215,Kinesthetic,8.456223695,3.435795478,2.20074702,18.52864867,1.162288088,9.863844095,Suburban,1.010832525,1.140825861,7.388443674,8.223673794,2.71872008,Low,Sports,2.891059176,6.91185972,17.50345946
76.23782158,Kinesthetic,3.651574567,1.731066713,7.224790618,27.57334813,6.013428276,8.900493432,Rural,6.544887059,1.579373952,5.746924764,6.952618298,5.670959108,Medium,Academic,3.556810543,5.597034562,22.31310281
71.59725093,Visual,1.128837499,9.933236159,8.155103832,27.60303724,8.086139636,9.055956032,Rural,2.701153606,1.896950375,5.630977822,3.923873804,7.052602324,Medium,Academic,9.284019615,3.080186746,22.96567423
64.56145701,Visual,7.640825667,2.405813571,2.470190048,23.37189463,5.872018444,6.933200833,Urban,2.726987947,4.770943168,1.787316452,5.646849055,1.398990257,High,Academic,4.844295326,4.626186547,18.75982335
80.59264474,Kinesthetic,8.507301373,9.895788946,1.938817786,35.08355847,3.915059973,4.103082358,Urban,6.879444092,8.333165554,6.902640537,5.003463318,2.989592785,Medium,Sports,6.282869347,4.358651139,22.82513271
56.97469303,Kinesthetic,7.664285188,9.795519393,2.309639345,17.94901185,2.226255086,9.042837842,Suburban,1.483274691,8.993601193,9.201206402,4.049936976,5.101152999,Low,Arts,5.13938977,9.886241841,17.70975534
64.60723243,Kinesthetic,2.285652586,8.144362935,8.894148057,23.45897775,8.988067646,3.623652353,Suburban,3.820650053,3.203296661,1.839204273,8.633226604,3.979039024,Low,Arts,4.405942792,8.682092535,20.82619816
68.31809216,Kinesthetic,7.7808513,6.934806659,5.753703356,26.13076386,5.236861531,6.06440389,Urban,2.344887119,6.169327518,3.371603056,5.351563671,7.413589714,Medium,Academic,3.009512142,4.491697,21.21513499
72.80349921,Visual,7.920305039,6.200263452,5.205348964,29.90874162,8.903036773,1.897578751,Suburban,6.221587328,7.915284934,9.120771761,8.49450788,5.600445364,Medium,Sports,7.175723504,9.22524921,24.42926218
89.25879807,Kinesthetic,6.926864641,8.794913908,1.960406372,33.51915552,6.272669102,9.297600671,Urban,6.955886393,3.599464869,3.559095188,1.946966267,2.44323195,High,Academic,7.464178236,4.083718525,27.16557201
59.98368911,Visual,7.895043395,3.604955695,6.846004061,21.84421849,7.06772905,2.26693412,Rural,7.490222682,4.681069631,6.88549305,2.269223097,9.050188414,Medium,Arts,3.473965824,7.011113615,20.12075704
75.71172192,Kinesthetic,8.613292957,5.209130912,8.811996327,29.38140832,8.238350389,3.024071252,Suburban,3.297080952,5.715767824,5.813363484,9.795882746,3.636151079,High,Academic,8.101097587,9.69984997,25.1092531
79.62072844,Kinesthetic,6.522437028,6.574509724,8.453672824,14.51832859,6.932399901,6.023207423,Suburban,1.803247765,2.213873618,6.366948445,6.289916163,7.580179981,Low,Academic,8.690816803,4.512509776,26.20544936
52.32252064,Kinesthetic,1.797442426,4.700714283,6.634492381,37.97944302,4.582493566,7.876837002,Suburban,1.708152912,1.233840644,4.742100114,5.587927061,8.019242012,Low,Academic,9.286075866,7.118964686,18.24364952
80.3772426,Visual,5.388650287,4.847378087,1.67750845,21.49176419,5.622700455,6.574161753,Rural,4.835363936,2.375252284,3.699923235,5.708404568,9.668419302,Low,Arts,2.450911725,3.6633143,24.80265399
58.52620618,Visual,1.698844012,3.972562008,2.011573245,31.88564266,8.227409722,3.089205215,Rural,9.512599682,6.641682591,1.436801057,2.937418966,5.486567199,Medium,Sports,3.735313153,3.39681084,19.27577926
53.25257965,Auditory,4.667887279,6.07808635,1.443780884,10.61023246,4.362852667,1.008487383,Suburban,2.959561308,1.662564354,7.698528454,7.468335546,6.542519639,Medium,Academic,8.743180128,6.167409998,16.81751784
97.44427686,Kinesthetic,4.663958402,8.655170752,3.317312948,16.15561429,4.493093111,7.814355223,Urban,3.310674412,2.707267284,7.71484116,1.763025614,4.013886641,Medium,Arts,2.786861825,9.813381382,26.55204191
98.28160165,Auditory,1.594088597,2.813755402,2.220953204,24.61247633,1.861211045,9.866865933,Rural,1.907999219,4.040684971,7.036531661,6.159913418,7.103613641,High,Academic,1.031216133,5.078204638,24.88190822
90.41986741,Auditory,4.139384806,9.409897349,3.340432362,36.34757403,9.231259917,8.289218083,Suburban,6.450132465,1.700830579,6.792704093,6.136919169,5.170451373,High,Sports,8.837445792,9.438732733,25.94589491
65.23068846,Visual,1.998982889,7.201788884,4.465522501,25.8176545,1.819326835,5.141859563,Suburban,7.118855866,2.72529344,3.19345419,9.227695817,4.938871283,High,Academic,3.938044976,9.229271682,20.06675619
54.8836057,Visual,8.27411689,8.409458914,9.486845057,37.89611447,6.833882597,9.133905353,Rural,6.786380873,9.201428101,1.201104404,5.735645291,8.699207762,Low,Sports,4.730477726,3.283863511,19.01612098
84.21165133,Auditory,9.529192234,6.005716234,6.493384538,24.5139069,4.718750309,4.688629058,Urban,8.750172187,1.17369219,8.278438572,2.233564264,1.451519591,High,Arts,5.017006231,4.616374664,24.32939769
72.00762469,Kinesthetic,1.650848277,8.015650313,8.514764071,24.7134729,4.650574512,5.724406758,Suburban,5.377832515,6.880887318,5.420246821,6.154779333,8.93766185,Medium,Sports,8.634471406,6.789722306,23.45696028
56.10191174,Visual,9.596036866,1.145803576,7.393163506,13.59240366,7.115966529,5.294167907,Urban,2.210113367,4.459680378,3.761543176,1.821948799,8.66862854,Medium,Sports,4.041029301,5.66241296,17.84572359
74.75884551,Kinesthetic,5.703189394,8.365423823,2.012528175,34.07968732,1.603843594,5.028614854,Urban,3.604646176,7.053838655,1.917387161,2.834144518,5.557296282,Low,Arts,9.030518973,1.863626769,22.25067783
51.71942606,Kinesthetic,3.696091102,1.361249732,7.623283657,17.40896237,6.343352047,7.976716924,Rural,6.961869761,6.298225483,1.564494318,1.279977258,5.411825688,Medium,Sports,6.552452242,9.943282271,17.30236887
95.4660201,Auditory,1.691758677,9.009220387,3.475889934,36.98837468,7.948286074,5.740920165,Suburban,6.518097764,3.011488789,4.139800496,5.619642242,4.256266312,Medium,Sports,5.745580516,7.773886011,27.68140768
62.93899908,Auditory,5.505618413,9.927664725,6.751970623,37.32472661,8.453914821,3.850454098,Suburban,5.779028168,8.624885388,8.242633583,1.760793538,9.947564125,Medium,Arts,3.930530564,4.939246344,21.46189949
83.12611422,Auditory,8.1506399,3.64660716,4.068657763,38.29930336,2.534773505,3.323423509,Urban,7.146679768,5.427463443,9.268513744,5.224549407,2.000523995,High,Sports,3.193405267,6.563516947,23.73923538
65.5855538,Auditory,7.363778295,2.892867007,9.979050369,25.60691467,9.076771451,1.339725853,Rural,6.736517653,8.40282417,9.070762282,9.396505318,6.311937121,High,Sports,6.616525985,1.788155355,22.61546269
76.00340106,Visual,1.452034103,7.888270275,3.371963315,30.31281354,6.905314827,6.248756457,Rural,8.931924005,4.654112826,9.280007513,7.477852717,7.135134311,Medium,Academic,5.022047441,5.457714883,23.27535638
77.33551397,Visual,1.656116518,3.277237068,3.512174237,33.3554764,8.936693207,3.069652739,Rural,6.274147397,9.862169985,9.169528088,1.696705068,9.408970074,Medium,Sports,9.194644089,9.377491742,21.76663593
59.24272278,Auditory,4.625859544,8.790061449,9.3760503,13.93043856,5.367526454,2.333205298,Urban,8.007412228,7.934404227,5.745022764,3.01788831,8.021831472,Medium,Sports,5.424748445,9.069408622,19.31765003
98.47923139,Visual,3.657614446,1.925583329,1.221799642,28.02871585,5.878300106,6.884469674,Urban,3.238364404,9.693551846,2.974740747,7.062961779,6.794624825,Medium,Sports,5.60615425,4.036427609,25.95120216
88.75664117,Auditory,3.091458908,2.133596767,7.270200891,11.02893704,9.271344493,7.13088332,Suburban,7.103643261,5.62893831,8.182419246,9.052316749,2.051310851,High,Arts,4.75050953,5.782310774,24.68493185
96.97494708,Kinesthetic,3.52904049,9.812363996,7.527937517,24.9269825,9.09918589,7.76939403,Rural,9.119747065,5.263220191,2.923416774,1.296267281,4.363601651,Low,Sports,8.103366973,7.276451717,27.61756002
94.74136752,Kinesthetic,8.23134469,7.064550084,8.527407197,14.64528045,5.03344786,5.532192067,Urban,4.471590951,7.799084284,3.404865491,8.312060185,2.249574783,Medium,Arts,4.823552783,4.060083402,24.32351215
79.89499894,Kinesthetic,9.363052483,8.62198502,9.769953796,15.48768778,3.469713685,9.046491447,Rural,8.011937686,8.922621367,3.099288896,6.056324923,8.930914592,High,Arts,3.424077998,1.583912963,22.57702953
96.09371175,Auditory,4.645924251,3.918964396,9.780417272,20.951427,4.538533911,9.427084781,Urban,7.523103711,9.677312163,5.634841633,5.914821928,7.7465904,Medium,Sports,8.758277869,5.54897491,26.73203092
54.4246251,Kinesthetic,9.154999019,7.088353746,1.587490818,22.973115,4.489878957,8.266338458,Suburban,1.535735772,3.920967154,3.896447574,9.620318645,7.817831081,Low,Sports,6.371453992,6.414721622,19.00983774
59.79914312,Visual,3.893461311,6.348176446,8.396553905,28.69517274,3.581801875,6.720341338,Rural,6.233574787,8.188341165,2.387404447,7.728801513,6.87030866,High,Sports,6.323591978,1.052574401,20.77529185
52.26136445,Kinesthetic,5.287932877,6.428351081,6.816789403,12.23285255,3.417216439,3.733488582,Urban,2.171704143,2.895810379,5.078560707,8.651069813,5.563391832,High,Sports,6.497399864,1.860178362,15.34574958
66.26651654,Kinesthetic,3.03426098,7.142792136,6.826079209,25.11075284,8.749566428,9.846504295,Rural,9.70587255,5.910169121,8.865165149,4.185960126,2.349739535,Low,Sports,7.469557734,2.865615792,20.34065968
69.43386448,Kinesthetic,6.76428438,6.178232558,2.15514934,15.47875391,1.628757286,3.467225505,Urban,8.302667524,2.618633336,6.134975695,5.989276367,3.96725398,Low,Sports,3.817611904,4.132470583,19.68080997
63.56745159,Visual,9.810830037,4.861561324,6.851684498,27.21925525,7.098500639,2.823912298,Urban,1.987514211,4.126576256,8.905020453,6.538651097,2.232242132,High,Sports,1.304599337,5.869461005,19.29772972
91.43687546,Auditory,6.431437864,3.483304249,9.842343225,29.12213837,2.555380463,4.979387024,Urban,2.095767979,9.382225305,2.762849666,3.894255463,7.524218286,Low,Arts,8.295338448,3.644586269,26.14529906
67.83766633,Visual,4.220326757,7.917231978,9.206367126,26.7012777,4.100553041,1.511565136,Rural,6.350264694,2.314816298,2.502764863,6.132233125,2.442058984,Medium,Academic,2.160145485,3.48565433,20.61232334
64.04672548,Auditory,6.830357014,3.03645187,4.952175947,32.14886531,1.553887307,9.806450182,Urban,4.104002568,6.691608056,6.180194131,3.129898415,7.319021952,Low,Arts,7.496377635,8.824144094,20.07965814
77.13480416,Auditory,2.106286106,7.231188755,1.35953176,20.06827733,3.429762732,6.295902008,Suburban,1.314152732,6.336588456,5.169960114,2.29038104,7.230298506,Low,Sports,1.740837685,2.305455767,20.67551876
57.04621125,Kinesthetic,8.997931722,3.099995404,4.26064141,32.95319775,7.91578964,6.012568825,Rural,5.87477357,2.086645174,6.941553775,4.365732333,5.133740311,High,Academic,4.377770578,5.459141199,19.16801938
90.10984904,Auditory,5.527755557,6.62797153,8.437512804,22.98301245,8.965137921,6.902166519,Suburban,4.490605897,3.933811394,8.151641119,7.653606659,2.217057887,Low,Academic,1.567234628,9.575422452,24.65784918
53.72753218,Visual,5.044147678,7.723704404,7.313491913,24.52553495,2.993744367,5.47321283,Suburban,1.909688431,6.066833541,7.761765661,9.245684333,3.833207435,High,Sports,5.699923117,6.625119242,18.47658237
99.34434683,Visual,6.272783096,2.968425,5.1340929,29.44306382,5.171930553,1.288571654,Rural,8.21728353,2.684607481,9.480350563,5.119426463,3.880837982,Medium,Sports,6.878221955,7.454849319,27.92683617
88.61223846,Auditory,6.623054765,1.539489708,1.495913816,10.55075152,5.232916431,6.5108016,Urban,9.235690888,8.205612908,4.584307682,6.785413194,7.303466198,Low,Arts,2.542898271,4.881132923,25.23927511
59.93578408,Kinesthetic,1.645982256,2.178763687,4.84205255,29.61982664,8.862177752,7.445564893,Suburban,7.809345406,9.749408586,2.85748068,1.927334179,2.023687175,Low,Academic,4.344648566,1.179389504,19.55541698
50.27610586,Kinesthetic,7.143554991,6.453972705,5.221224457,28.55755447,7.865191476,4.750741546,Rural,8.40180079,2.9328346,5.95821376,9.140173827,8.461617816,High,Academic,9.372155419,6.815173315,19.04068562
90.77307142,Visual,3.177385123,8.645017656,9.356999796,19.2954135,5.617694965,7.815660149,Urban,2.948415105,2.682207683,1.996688082,6.117437922,7.849065612,High,Sports,4.981502054,6.687318533,25.16477395
85.34286719,Kinesthetic,7.425573693,1.404971391,6.769774932,12.57382855,7.036724804,3.043011694,Rural,3.372156558,5.094415646,3.59966011,8.023044229,2.676762264,Low,Sports,8.222892121,1.993848728,23.6308997
86.4503584,Auditory,8.402813149,7.607361331,3.80487625,12.7280635,8.626195485,2.99148932,Rural,2.876747863,7.729887494,2.870992497,8.149970808,7.472479436,High,Academic,9.344662706,5.159437423,25.10138718
88.56351733,Auditory,8.235626568,4.071867814,5.72786438,37.69671241,1.085850586,2.452752889,Rural,7.885570882,3.534405492,4.569073451,3.308324737,7.016618633,Low,Academic,9.769112425,9.237960502,27.52822124
53.70223259,Visual,5.972508707,5.306755329,1.59449777,30.67837964,4.626010279,4.347952838,Urban,9.53125371,1.178919178,2.000949175,5.762570079,7.733087201,Medium,Sports,9.084898177,2.845763488,18.42348943
67.92328643,Auditory,5.681529031,9.359735949,9.753114121,13.81307841,9.165188505,8.623108319,Suburban,7.451534861,5.870985652,1.286575701,9.644317764,2.700356999,Low,Sports,3.856647962,5.149888792,21.50015171
55.79345298,Visual,2.285883652,3.987743543,4.240539117,20.70169508,7.662817278,8.451208559,Suburban,8.933200884,9.60940511,6.911146042,1.806710903,2.418312899,Medium,Sports,9.663155975,5.149928667,18.95129234
93.15517129,Auditory,7.978115354,5.188032405,5.300806194,27.77448982,5.885572369,4.445417872,Rural,6.748291854,4.521491699,6.492240805,7.147449082,3.128355873,Medium,Arts,8.311557176,8.296853213,27.22812483
81.16490634,Visual,3.442684424,1.123141733,4.197555768,35.06715115,5.766800743,6.302068624,Rural,4.488939105,4.781210988,7.375230424,9.660376702,4.292845328,High,Arts,8.534580253,8.421182833,24.78173594
66.54490124,Kinesthetic,5.470258805,1.73438848,7.142605571,11.30982786,4.129930878,7.487346848,Urban,4.831854534,9.720115454,6.943477962,3.705193972,8.142984829,High,Sports,1.136556858,7.833424777,19.99667756
53.17791751,Auditory,3.558466836,3.32732432,6.960089425,17.09899394,5.684684803,3.170860972,Rural,1.67789289,7.251468505,2.02865213,8.753031293,7.641315437,High,Arts,9.58814977,4.289087433,17.78988469
65.54911609,Auditory,2.204455267,1.250670167,7.437900795,36.69246971,6.898448795,2.513269773,Rural,1.283114757,7.472547306,3.619709932,9.402917909,9.329064331,High,Academic,8.002812015,1.648332325,20.06426395
66.2591661,Visual,6.666019272,6.682377934,3.413289067,10.27496651,4.765267346,9.748863939,Rural,7.259280438,6.064318048,2.165739489,7.723775885,1.527666032,Low,Academic,7.911707469,4.145346795,21.94894497
86.48030892,Visual,1.488988313,4.837585211,3.84101633,16.04197308,7.427378318,6.558015819,Suburban,4.945860028,9.771482898,8.586751618,3.081954811,1.104006529,Medium,Sports,1.733722578,7.118120811,22.00994508
81.87787357,Auditory,7.737807107,5.933306825,2.12726108,38.77072528,8.751090045,9.832741497,Rural,5.969935612,7.19979836,7.722132898,4.006006469,7.292249467,Low,Academic,3.09311687,7.32471917,26.72267382
94.36063713,Visual,3.858281157,2.571824673,6.899589747,28.4020554,2.392163634,4.039803884,Suburban,6.018951229,9.055294764,2.813743026,1.32228365,3.513587462,Medium,Academic,9.660354986,9.685001885,26.54630299
73.61074626,Auditory,1.001212237,3.663388265,1.358174146,17.850141,5.063923205,7.3272853,Urban,3.49638232,7.294409792,4.071783164,8.483079108,4.00671006,Medium,Academic,5.506093673,5.082771083,19.96446582
55.9797123,Kinesthetic,5.600162253,6.974420274,6.37914102,12.00973283,4.672180822,3.003432729,Urban,5.283032597,7.616042424,9.69953493,8.646500679,5.921218233,Medium,Academic,4.580722164,6.691920246,19.18705962
85.66223936,Visual,1.421667177,9.687724513,8.827262964,10.84574021,7.187183236,3.350801541,Suburban,5.236841995,3.613698299,6.347434221,6.69439279,1.921718108,Low,Academic,8.559467354,5.852717837,25.0523599
88.03925243,Auditory,3.48552602,1.453750962,9.017489335,17.34235239,3.248807187,5.607119091,Suburban,4.495844991,3.731308282,8.210400376,4.172750661,6.784249749,High,Arts,1.786063727,2.355567041,24.88940333
78.06385988,Kinesthetic,7.362788387,9.013458888,5.041339843,36.44457459,6.762258235,3.87656313,Suburban,8.386078451,8.046861846,3.381319313,1.691299249,3.926327016,Low,Arts,4.752478146,5.150822249,22.2797376
88.548359,Kinesthetic,1.564206595,6.191930812,5.133733194,22.47740963,8.897403176,2.508594075,Suburban,5.060476033,3.670356603,2.890476282,7.777518489,6.694436119,Medium,Sports,4.38130697,5.903516392,24.35171518
74.68977982,Auditory,8.554046431,6.075276101,1.692722647,31.61000107,4.763184398,3.365926318,Rural,6.432800721,6.064930637,8.05525236,7.538735742,8.506062218,Low,Academic,4.148662483,9.556746454,24.86029042
76.13664147,Visual,1.034379304,5.502506817,7.036885229,37.54855106,9.1991413,1.32173555,Suburban,9.059681083,3.244170798,7.172852097,9.213422696,2.540002,Medium,Arts,3.769230193,4.29885149,23.49085305
71.37705092,Auditory,3.221414823,1.624546773,8.391334783,22.24121385,9.93847365,7.339812593,Suburban,8.796102606,8.352850427,7.128801363,7.574788189,9.377857836,High,Arts,2.890674611,9.820891928,23.14396946
51.27095634,Kinesthetic,7.668136505,1.808891666,3.201895491,15.73832113,1.95482845,5.429049914,Suburban,9.013799834,1.994512161,5.973711236,8.45825448,5.77619327,High,Arts,2.556197227,5.880700666,17.98187509
55.39457135,Auditory,3.846431348,6.408208051,4.791707935,25.51353793,3.097478692,1.848187598,Rural,3.430044968,8.465019758,6.072205085,7.713591561,9.306349887,Low,Academic,6.763655052,3.18222319,18.25689227
51.57145928,Visual,1.917031493,4.068627143,8.549554031,37.24251061,9.553417763,2.545245938,Rural,1.314842395,6.424568205,7.621277548,6.676184695,2.86957074,High,Arts,9.274553571,2.724979483,15.99665043
81.82052056,Kinesthetic,4.242105269,9.255412599,8.894084209,34.13123242,9.624949178,1.922810843,Rural,3.349601199,2.682185813,3.43002233,4.842697548,6.441063981,Medium,Sports,5.579664807,2.275254255,23.88000063
65.71779905,Auditory,3.433539577,4.659314836,3.188619822,11.9748953,1.879365478,6.513335274,Urban,3.508366111,5.87831847,4.174916193,9.119055778,4.634984056,Medium,Sports,3.681770971,5.076395835,20.73087799
75.42853456,Visual,8.584407119,2.289533128,5.955135711,30.777184,1.134986503,1.847893273,Rural,9.184242941,3.542489532,8.844730935,6.858717147,7.96799972,High,Academic,2.43244178,1.197337868,22.53690825
95.3783237,Kinesthetic,3.820131258,7.432469502,2.732438356,27.15692567,2.449900209,7.788540997,Suburban,6.843184596,3.911206013,3.779786809,4.585197898,6.453180489,High,Sports,8.471290285,5.00540755,25.51678907
62.46461146,Visual,8.100392246,3.640180793,1.916908877,37.22389529,9.96411505,1.184598274,Rural,1.735335636,4.163752374,5.916786142,1.751223657,5.450639113,High,Arts,9.743428508,9.895642229,22.47671423
70.51914615,Kinesthetic,9.026849303,5.729232766,9.200084513,13.67444251,2.619996549,3.244382092,Rural,2.218407364,1.569873223,7.323755176,3.616343703,9.216868658,Low,Academic,4.142398613,7.030961162,22.11697107
87.77755693,Auditory,4.904356776,7.28049507,8.384567538,26.0210834,5.52292846,9.016000083,Suburban,2.40108513,9.87365516,9.999323441,5.893540613,4.394053578,Low,Sports,3.61855383,7.838075091,25.77788312
61.43990827,Visual,9.189488295,9.102377001,7.840314116,36.38388081,8.635759538,7.466781863,Rural,6.673795734,1.283811653,4.917621983,3.48071833,2.979821844,Medium,Academic,6.413436577,2.071048516,21.61085096
53.84899549,Kinesthetic,4.395862486,8.129720753,1.438896869,22.3007136,1.183614496,1.656714996,Urban,7.61872623,6.962471859,4.85283589,2.991118131,6.472910682,Low,Arts,7.977960829,5.257907753,16.37560769
64.48757265,Visual,9.676705748,7.087249611,8.593559134,24.45984753,6.44040084,8.39013494,Rural,8.736795195,4.34104883,8.583295415,5.746541627,6.616255935,Low,Sports,5.098625232,3.576007909,21.38327338
58.06106436,Visual,1.803605721,7.116698642,4.942396683,12.11382033,3.49322904,5.437316094,Urban,9.465728957,6.814092619,8.249528001,2.528383113,4.951851594,Medium,Arts,6.670658349,9.046877752,18.28038924
96.48488262,Auditory,7.183173399,9.513321796,4.08155611,18.34430921,8.761014248,8.621047245,Urban,2.815341016,4.206234278,7.579682936,8.20369057,5.379490393,Medium,Sports,7.448941612,2.631632248,28.57636734
90.40601898,Visual,5.444326364,3.662416877,5.918287249,19.73519948,3.551150343,6.40665797,Urban,3.787952363,7.063755816,5.169066737,5.359313362,9.635980729,High,Academic,9.645330591,5.128599944,25.52961203
81.67018783,Kinesthetic,4.488839249,1.010008848,1.822179185,38.35367346,7.180801483,7.136497288,Suburban,3.162905927,7.563119585,3.915452081,6.164764966,7.594171223,High,Sports,2.485335975,6.292429465,23.46743208
93.57302951,Kinesthetic,6.694406909,3.447591035,7.809818944,18.48002082,7.067976692,9.941514044,Rural,4.228854107,7.214973764,6.478574343,2.326449408,1.995415763,Low,Sports,9.976442444,5.626369824,27.80078382
90.18360384,Kinesthetic,7.334713825,2.961022417,6.241915692,23.82606206,2.99344194,3.091019913,Urban,9.231985967,2.025657832,8.886009638,3.921187021,2.909170638,Medium,Sports,4.529409897,8.472191752,27.49359601
59.32850294,Kinesthetic,1.039269427,6.956511266,2.679310872,30.13913271,1.313192799,6.615510173,Urban,6.176013102,6.912039112,8.953997124,4.690807149,9.78018971,Low,Academic,7.508801285,3.083078542,18.16741611
94.62794992,Auditory,2.502577799,6.703404398,2.694089798,14.86550117,4.683246164,5.142892511,Rural,7.643727076,3.519887945,1.976485106,8.273915475,7.538189984,Low,Sports,6.151729402,4.396519994,25.45005493
76.9671121,Visual,7.417414456,6.341152444,2.658237864,24.59327161,3.602738368,1.355067576,Suburban,5.411073125,1.259212335,4.855152554,7.931435708,9.235406135,Medium,Arts,5.380017553,8.128758669,21.56854609
90.37200776,Auditory,6.997468722,1.146190989,1.513021488,32.15617118,8.280799747,1.130235774,Suburban,1.25972122,4.733476047,5.182497606,3.006797273,3.734753176,Medium,Academic,7.282678319,5.752642706,24.81844831
94.804565,Visual,9.694427546,7.55900249,6.290186044,36.00565639,8.203277696,2.0730572,Urban,1.577759374,4.901887925,9.798538308,6.545611734,7.676801741,Medium,Academic,4.561784652,4.619056471,27.81647896
65.90017375,Visual,7.849340112,3.911773712,8.563133598,28.78777824,5.11321557,6.841825665,Suburban,5.841307281,5.2045672,7.101982137,3.19110722,7.426024377,Medium,Arts,2.134989832,1.264982633,21.66461395
55.50259623,Visual,9.55695437,6.985503901,1.157483926,30.07160546,6.458610028,6.104467791,Rural,7.469101313,7.343417489,4.665217755,9.894224401,3.652209869,Low,Academic,5.400040448,7.780468816,18.69670342
61.39675813,Auditory,7.322864514,6.009205857,1.441041805,13.78850418,6.438335644,5.98086605,Suburban,2.937974748,3.779594282,1.234520974,9.569114903,5.957346929,Low,Sports,5.697242836,9.749638702,18.22492609
71.35538943,Visual,3.682469878,4.084578329,6.15493249,38.37329492,8.444423336,1.286710863,Rural,7.497186166,3.837524618,6.088466441,6.069382485,6.646736001,Low,Academic,2.817119381,6.582583085,23.56937373
90.9007383,Auditory,1.9482843,2.211186404,8.375461168,13.97722232,4.825021727,5.223726967,Urban,8.295991961,1.544970306,1.864683781,7.290123147,5.330186297,Medium,Arts,9.420574207,8.708870986,24.52175897
93.03652916,Kinesthetic,8.03641477,1.849770079,3.940650015,33.24018812,3.479020118,9.321605361,Rural,4.707077305,7.181390944,8.510049616,8.21287344,8.44460836,High,Academic,3.04728082,5.651881689,26.92318725
