,Crop_Diversity_Metrics,Crop_Diversity,Crop_Rotation_Practice,Intercropping_Patterns,Pest_Resistance_Measures,Soil_Type,Temperature_Celsius,Precipitation_mm,Humidity_Percentage,Wind_Speed_kph,Soil_Health_Index,Crop_Yield_Tons_per_Hectare,Crop_Resilience_Index
24,2.8242799368681437,Millet,Yes,Low,No,Sandy,10.011895160853149,2.7566320906000485,57.2184269401842,5.049625066804592,2.759572207505861,9.953188973536019,3.830072684600487
25,4.140703845572054,Wheat,No,High,Yes,Sandy,29.272630241596747,4.83772291337997,66.4179376105995,10.304193414974952,8.893093323944871,1.4510835516358849,2.875683970313434
26,1.798695128633439,Maize,No,High,No,Loamy,18.818569386592966,2.3105765904614617,36.239863532570894,11.072447774029694,5.198053408137165,8.47522087615485,3.826731776501918
27,3.0569377536544464,Wheat,Yes,High,No,Loamy,10.26139546117748,9.928723554335692,65.16087162682624,15.996382363824237,8.679762606197201,5.322319966664409,4.695790741527116
28,3.36965827544817,Maize,No,Medium,No,Sandy,10.178771551360963,0.42965885869543974,58.15651457795785,17.888307560344067,4.995174623768712,6.58937709243038,1.5392989425917327
29,1.185801650879991,Maize,No,Medium,Yes,Clayey,15.767051371023902,4.514730789323083,36.702510958230526,19.439820768041237,1.4805083183887113,5.553722826721508,3.2993369702713444
30,3.4301794076057535,Maize,Yes,Low,No,Sandy,10.27875357420237,5.4834673506300025,56.58048728245745,10.276876300343813,6.558177072199043,9.320562200248043,4.514934789803448
31,1.6820964947491661,Millet,No,High,No,Loamy,17.490292353170965,4.66950857947249,64.98302470979382,19.360954045476674,4.921124465218259,5.306363706379515,4.862814946605923
32,1.260206371941118,Wheat,Yes,Low,No,Clayey,11.258770028778958,5.205229728628701,61.9606163193652,16.99078335040358,5.422178787562549,2.511756793529389,1.3517922548329437
33,4.7955421490133325,Millet,Yes,Low,Yes,Clayey,10.785031823006195,9.875791442170645,60.42427890063262,5.4626656660358,9.540736695573132,8.0186790969065,4.799299396582629
34,4.862528132298237,Wheat,Yes,High,No,Clayey,23.387627881491,8.769015838701241,36.453445933330386,13.928912705552033,5.11367489736071,5.623970802888645,3.9058177058262262
35,4.233589392465845,Rice,Yes,Medium,No,Loamy,28.136825788857692,3.084436792961116,37.624964421029745,10.484626996626407,8.168747251803104,2.053620397271139,3.898576135286023
36,2.2184550766934827,Rice,Yes,Medium,No,Clayey,18.187731666045586,5.51477049190772,51.90865819940083,5.510168138823756,1.530213058139501,5.154330441077164,1.5902898462303283
37,1.3906884560255355,Wheat,Yes,Low,Yes,Loamy,26.73540860551865,0.0031101252880083585,53.205840666054655,12.972546242964565,5.311350564961838,7.186553457689599,3.303317717068824
38,3.7369321060486276,Wheat,Yes,Medium,Yes,Loamy,10.585309222714942,4.095690013737187,67.74496254474141,13.772256213295538,6.280253508256975,3.6625413636830384,2.434287957285703
39,2.760609974958405,Wheat,No,High,No,Sandy,25.55380111940365,1.638742228619684,48.747253386262216,8.783461322473963,2.0190798311884377,9.207760325941765,3.342253920654881
40,1.4881529393791153,Wheat,Yes,High,No,Loamy,11.255999846457819,7.113605907756597,42.10010429045488,19.09819626436869,3.720099874908412,8.649623663849804,3.949583701299769
41,2.9807076404450807,Maize,No,Medium,Yes,Clayey,26.768788463947033,2.210895776336115,37.63091644922486,14.156813557545549,7.656342852579634,6.111054388043694,1.7335837564144336
42,1.1375540844608736,Millet,Yes,Medium,Yes,Loamy,27.647326897441282,7.488956455116083,32.166838235036394,7.639454800558148,2.6551598925128106,1.4893486606799904,1.6118218955348116
43,4.637281608315128,Maize,Yes,Low,Yes,Loamy,25.719476847646284,3.1315983398007283,32.746142977233255,15.81885288552565,2.1560623517548168,6.249379696395331,2.4273687573701634
44,2.0351199264000677,Millet,Yes,Medium,No,Sandy,26.41498048822578,9.25828621311376,52.96667705512054,12.487093304513438,3.693479592642148,4.74044312900821,3.5692835678641495
45,3.650089137415928,Millet,No,Low,Yes,Sandy,21.22969132664638,4.4541660170134625,37.05047832331242,12.098510681305921,8.730655127212287,7.516618045587165,3.6952090747756414
46,2.246844304357644,Millet,No,High,Yes,Loamy,15.297698851653038,8.39517719673849,64.0646838160333,17.517998941760787,7.866491497161763,3.403279566636604,3.4353084250755406
47,3.0802720847112433,Maize,No,High,Yes,Loamy,22.864620053219333,6.281660030390132,53.85887279165656,7.072696976873644,7.991214200298935,6.451871710429527,4.397896339687868
48,3.1868411173731186,Wheat,No,High,Yes,Loamy,18.790832981527227,9.773982149034703,64.5954623140898,12.36480107258257,3.9021177031542758,5.98993451182755,3.939430702783817
49,1.7394178221021082,Maize,No,Medium,No,Sandy,10.10673121838092,7.427227507120846,47.0984732903801,16.711445819244204,1.8904515749723516,5.741655054990599,3.0188265105752894
50,4.878338511058234,Maize,No,Medium,Yes,Sandy,19.5365141286967,7.277033223113857,53.83107980006944,14.90582658288815,1.2875747306254057,2.0432024355409477,2.9300815697981717
51,4.100531293444458,Millet,Yes,Medium,No,Clayey,23.02375849101091,2.648659824493186,51.01713212569676,5.081204861787992,6.275785817282931,5.408969125718375,4.190813222414859
52,4.757995766256757,Rice,Yes,Low,Yes,Clayey,10.277673193826416,5.048597509725403,69.46706998653308,16.811758882164142,7.320570311971445,5.955601174297172,4.535875454528453
53,4.579309401710596,Rice,No,Low,No,Clayey,22.427206722163152,2.901136886856385,61.87279572973115,19.170078722536555,4.40102024487687,9.348919469060451,4.396338899663804
54,3.3915999152443406,Maize,No,Low,No,Clayey,23.050638124337127,0.19293437018403692,53.81600328780752,15.570032522626544,5.759755909774673,5.147776009858991,2.9853838454436303
55,4.687496940092467,Millet,No,High,No,Sandy,13.162151564777936,7.105853326512335,54.2634395723843,18.13851387341836,3.511034836828629,6.758784240161182,3.316768248058848
56,1.353970008207678,Maize,No,Low,No,Sandy,18.62148370313019,2.3583649970426865,39.95206850629565,10.412175784417597,4.27871996173571,6.1232121730143145,4.145249984784516
57,1.7839314496765808,Maize,No,Medium,Yes,Loamy,29.28665201778265,3.9732403034278754,59.39011773679061,10.259047186872833,7.568345227219765,2.7572074097163264,3.317484535716133
58,1.1809091556421523,Wheat,Yes,Medium,No,Clayey,27.68378455599565,2.8463878717386626,69.31331451875866,9.812967950807371,7.463981985653782,2.6596833519255147,1.899458088569888
59,2.3013213230530574,Millet,Yes,High,No,Loamy,18.216428457165055,1.9963585646365045,35.17725222185909,16.02454140426503,1.2528253545803918,7.654583154500058,4.547205626766938
60,2.554709158757928,Rice,Yes,Medium,No,Loamy,16.99692536048311,0.6711932438375345,55.49044791876398,19.130989349818506,9.498084090677697,5.70757544711499,2.973454635315207
61,2.0853961270955836,Rice,Yes,Medium,No,Sandy,12.48161361953712,3.3788990877128633,50.71525286081177,18.28101156969212,3.421107247536555,9.064296420443041,4.928266496315001
62,4.314950036607717,Rice,Yes,Medium,No,Loamy,10.703781690803195,0.8174492352120255,64.01644770764278,7.253208510847005,9.16827850246608,9.173397097482127,3.212990825474882
63,2.427013306774357,Maize,Yes,Low,Yes,Loamy,15.949255548841574,5.4031914040322295,30.00187479166426,14.391616024768009,5.607071507934862,3.673681979869571,2.547745280086599
64,2.123738038749523,Millet,Yes,Low,No,Sandy,28.805666941644766,0.1962410376147128,35.46339549614451,19.939374192909916,5.4926381447007735,1.913741963853269,1.8531675539546968
65,3.170784332632994,Wheat,Yes,Medium,No,Sandy,29.172269026673344,9.400198796428597,31.482911444755644,9.43052626168789,5.055518472816099,4.096725152933843,2.3796199510939173
66,1.5636968998990506,Rice,No,Medium,No,Sandy,26.250386811525527,9.664750194526766,36.51733073479831,14.521771895223559,9.301846511187613,1.6033487587280755,1.8824471431444496
67,4.208787923016159,Millet,No,Medium,No,Sandy,17.01649627039719,3.04653848296369,58.317451213149965,18.59935745322985,2.8729718597195695,8.031292788759284,4.686524379482298
68,1.2982025747190833,Rice,Yes,Medium,No,Clayey,12.872528657642224,2.6019464080646992,35.58685697529275,18.493222101662404,6.504806549209976,2.315634664461107,3.4019747589850002
69,4.947547746402069,Wheat,Yes,Low,Yes,Clayey,21.910669512113586,1.0440519970180118,54.8932420558795,9.822129233398831,3.860034466822844,8.797235462316934,4.280750867757629
70,4.08897907718663,Millet,Yes,High,Yes,Clayey,22.930100144123628,9.049189265806687,64.72823030880923,6.408873723979035,9.237147576633722,4.737944831782986,1.8331781542558292
71,1.7948627261366896,Maize,No,Medium,Yes,Loamy,18.49147138491208,5.868639252999043,31.384942317415646,14.690134386063386,2.5240648911197776,3.507434062479124,1.2483081253527337
72,1.0220884684944096,Maize,No,Low,No,Clayey,23.832935911172804,6.101249229981065,31.07145663520506,19.20451247115195,7.085707951827321,5.513668833197415,2.675617867581641
73,4.261845713819337,Rice,Yes,Medium,No,Sandy,24.933637713034706,8.95856462601998,69.59393097231239,12.619755917886923,4.795825951690186,6.449230680034582,4.744929789991513
74,3.8274293753904685,Rice,No,High,Yes,Clayey,25.6612332714956,9.107867938565985,56.93098262215491,11.865610919525848,6.951005791399651,7.313890777766786,1.4522241354825671
75,3.9160286721639492,Millet,Yes,Low,No,Sandy,20.045962227150145,8.283416697105109,35.62780886969635,17.959226109459465,2.4184676543912866,4.043640489186979,4.154377355925562
76,4.0850813867437825,Wheat,Yes,Low,Yes,Clayey,25.832815551194667,7.734415610996611,42.26767959657537,11.36895018611369,4.542931772825768,9.84673720090186,1.2368018041947226
77,1.2961786069363614,Rice,Yes,High,No,Clayey,10.509528525389136,8.772412222999836,69.40020613092078,15.213930564994007,1.96536264839478,4.800585522232771,1.6607348607526053
78,2.4338629141770904,Millet,Yes,High,No,Sandy,23.608087334777395,8.759706066845226,39.08866296215746,10.82963536607356,9.71899284063147,8.510214280367578,3.9197957205324996
79,1.4634762381005189,Wheat,Yes,Low,No,Sandy,14.712679141009597,3.6864485627189945,60.1130626051242,10.657062393098846,2.9259316375588327,1.3138090320737204,1.843937743603489
80,4.4524137035023745,Rice,No,High,Yes,Loamy,15.410405833753064,9.733912199789842,39.6472830858249,7.817113480122471,9.939035136099438,8.001668176521191,1.0881316216700285
81,3.4931925073102317,Rice,Yes,Medium,Yes,Loamy,11.826034132134646,7.091322131603892,45.938705219357516,6.3267750545421295,4.766483418909858,5.962043325076515,1.8775982866764127
82,2.3235920994105967,Millet,Yes,High,Yes,Loamy,13.847845271863585,3.7020943401266204,65.22817006986625,18.277410138710437,1.6439421418948066,6.756630480398654,3.931118368101819
83,1.2542334011440945,Rice,Yes,High,Yes,Clayey,29.84016466004006,4.420495172755089,31.137557649669752,7.718297363541257,1.15817664306629,4.35590896128626,3.128690331315789
84,2.243929286862649,Maize,Yes,Low,Yes,Clayey,18.307802611269505,6.871310582814712,42.28940637554963,5.933276032792527,6.390607348091972,5.9035654452528075,3.1889121753939724
85,2.300733288106988,Wheat,No,High,Yes,Sandy,28.555307973773708,3.610989096346792,49.48770833602576,13.73462163429932,6.532566906806847,9.389984074837423,2.6417225011860745
86,3.9184247133522563,Wheat,Yes,Low,No,Sandy,13.257990563855962,8.265577120200163,55.01978951307368,13.189951224622881,5.723138477772725,4.4743309326765575,1.58330410111203
87,3.5502298854208525,Maize,Yes,Medium,Yes,Loamy,14.081176841970391,1.4806362119147631,31.12966619846155,13.516350549588376,1.597592576831874,1.9518943335771222,1.8621944058522826
88,4.548850970305306,Millet,No,High,Yes,Sandy,21.156267076301425,9.075942987109627,46.42683865754639,12.021573321507333,3.983539318067753,7.484613839163676,1.7405948928467794
89,2.888859700647797,Maize,Yes,High,Yes,Clayey,16.99065081758165,3.0119751183660903,43.771487276202365,7.129045283272022,4.231637257062339,5.546476039783301,3.8287071788933247
90,1.4783769837532068,Maize,Yes,Low,Yes,Sandy,22.878304171495923,1.5271278534313093,31.074664076735328,5.313722496493517,7.3433505945322315,4.824472055239208,4.388366638300086
91,3.85297914889198,Wheat,Yes,Low,No,Sandy,18.440931514408607,8.580242814460233,44.214708430695055,5.696208908366451,4.769692526797666,8.000364523455957,1.950106206661784
92,4.04314019446759,Millet,Yes,High,Yes,Sandy,26.23194474930924,2.394632389357878,67.26753156466066,19.14720718753038,6.156703991651066,6.059591452872977,1.6900934504224647
93,3.245108790277985,Rice,No,Low,Yes,Sandy,18.631181423421673,8.433957380496013,40.985137709335646,12.977813880892855,3.57697307659187,6.682426260811812,2.0067983830787046
94,4.083868719818244,Maize,Yes,High,Yes,Sandy,21.44698364876528,2.962644034486761,53.423651900702204,10.995814032249504,7.533835619331825,9.33468391107107,4.755151171563723
95,2.975182385457563,Maize,Yes,Medium,Yes,Loamy,16.421464000474575,9.338642876541567,41.923828294771425,11.162477242351985,1.4208932340888834,1.5265990496582533,1.8544800740857976
96,3.0909313175279762,Millet,No,High,No,Loamy,24.08081974877308,2.1907763980131123,34.2666448252283,14.782930222874027,9.89653831175013,3.3614388478971224,3.7598773174010844
97,2.7101640734341985,Maize,Yes,Medium,No,Clayey,23.09468417931428,0.6964999107200132,41.58893920161116,10.649941663912728,6.773433288667355,9.0839931337122,1.4669596211597677
98,1.1016765069763808,Millet,Yes,Medium,No,Loamy,17.940020655481156,9.36531163342389,48.830365556401034,16.946885997266158,2.3397505855186385,8.134551591596159,3.6410575098788285
99,1.4315657079732178,Rice,No,Low,Yes,Sandy,15.52064205581193,1.656257422436529,41.84833591385759,8.89914375903042,7.457417353539673,2.6973869217456814,1.9780754666044453
100,1.125716742746937,Millet,Yes,Low,Yes,Loamy,22.28208749640598,9.441325417222753,54.966772846162456,10.508886942223304,8.079014501167666,2.5220638883164153,4.34871096610741
101,3.5456416450551216,Rice,No,Low,Yes,Clayey,28.863032984220155,8.239773501183365,67.9635488792781,19.024952235361262,8.097363946458387,8.426230084138874,1.0929034157989292
102,2.2574239243053067,Millet,Yes,Low,No,Loamy,12.65286048053203,0.8192538971663499,32.77086256068371,8.904255112969365,3.436589431100301,5.975774615668145,3.0010312558423076
103,3.034282764658811,Maize,No,High,No,Clayey,25.98233236691121,4.451351989429355,58.680174426973245,14.923788460665103,9.627739424095573,8.74305780001892,3.6532636173104884
104,4.6302658957043725,Rice,Yes,Medium,Yes,Clayey,20.85983545616181,0.7339965813511562,30.050256283772526,10.468509141847699,1.159640927020543,9.25915716945419,3.974015737111989
105,1.9971689165954998,Maize,Yes,High,Yes,Clayey,20.511193903477185,3.2978656461181135,30.040859962021766,12.0679567107739,4.4185550236322015,1.625889556112215,4.601410557731864
106,2.641531692142519,Rice,No,Medium,Yes,Sandy,29.233682951519583,3.515030782399867,35.31677418841343,5.6778242907218175,1.9379635315523052,9.72800463980126,3.5034101126319523
107,4.022204554172195,Millet,Yes,Medium,No,Clayey,22.117495951371136,5.996333303275736,49.19722016774599,7.508508350102172,4.463734654598596,7.4482622988580935,1.5144229825504967
108,1.9151926619664899,Millet,No,Medium,Yes,Loamy,26.61035655497036,9.758955678431125,31.920161396593357,6.5286917623787994,1.5150249742085717,8.510190942757049,3.8940704466752054
109,1.307919639315172,Millet,No,High,No,Loamy,20.28954497751393,1.6976344010755906,58.88607071045608,17.670727215965062,6.804817565145987,6.67300700320593,3.1121896895733445
110,2.159005811655072,Wheat,No,Low,No,Loamy,14.997067345101787,3.2915096474881214,31.171261804909584,19.425368873337312,1.5621504115188487,3.74645580790382,1.3984688510949246
111,1.6448851490160177,Wheat,No,High,No,Clayey,23.88980542916219,5.871024942145305,49.81727098906205,6.019619214694452,6.542621130795041,6.39487728331733,1.561414283078355
112,4.718790609370292,Rice,Yes,Medium,No,Clayey,28.463538088880078,1.7142085531959717,57.04394550614767,6.152686552913711,3.106758330134446,5.642833546225901,4.313496876363482
113,4.232481518257668,Wheat,No,High,Yes,Sandy,26.824601912201512,7.107096622587191,39.502024239718004,13.282534129798393,2.6123308803322365,9.388672534588993,3.262151814689852
114,3.533615026041694,Millet,Yes,Medium,No,Clayey,13.967272124801692,4.036597158863707,53.171925484755604,12.56052387163458,4.123007775329301,5.995273304132372,1.631297370493725
115,4.485842360750871,Wheat,Yes,Low,Yes,Loamy,16.337782381243002,9.495722956353172,40.4712565986357,14.758581991691702,6.768649259840377,1.2510519238251483,4.1538659527518575
116,4.214688307596457,Wheat,No,Low,No,Sandy,20.337613479473553,6.2987094521572615,38.56389042743905,16.052087532448216,6.203804394908604,7.174856798182817,3.3459176009037592
117,1.7462802355441434,Maize,No,High,Yes,Loamy,21.432065904721306,3.6308071121009498,62.73557657410143,16.95829198534139,7.124244360969784,1.4548648983040438,1.6695321314344556
118,4.570235993959911,Rice,Yes,Low,No,Sandy,13.876282289170565,7.194731210687536,43.3165336512256,7.2362507036756,9.270828819019695,9.496007087062567,2.799093423972458
119,3.157368967662603,Rice,No,Medium,No,Clayey,14.600246800303292,8.387545779899511,62.55918267870357,5.567535938562262,2.829728606617909,5.3793338888175,4.7157400442245425
120,4.229760620656251,Rice,Yes,Medium,No,Sandy,25.176621380708728,8.004797640295019,38.67637647114212,18.337383089963467,4.7202140152828775,9.712069296966952,4.005934598828961
121,4.584365199693973,Wheat,No,Low,Yes,Clayey,24.60634833429885,2.6276439412868378,44.23462282070753,12.043113405706716,3.392385547638363,1.2327820976628368,2.5473917644143733
122,2.2720138998874555,Millet,Yes,Low,No,Clayey,26.784176292577822,4.169833521488591,34.10635254638872,19.56866489781484,6.2771319512336925,5.795649247651752,1.0211159682139925
123,1.440207698110707,Maize,Yes,Low,No,Loamy,28.658596145604623,4.521776610305049,49.860015531770436,12.991542278035048,3.5506071431386506,3.0358549284733054,1.9038579860373752
124,1.9117406501677667,Rice,No,High,No,Clayey,16.165222378053834,3.883833921723755,45.26377169579569,12.65041063251108,6.022150319758791,6.766672353179125,1.7233682640139016
125,2.7084311545050253,Wheat,Yes,High,No,Clayey,27.19189913141159,3.108635828558175,30.23826478635316,14.344690383692104,8.408474217194161,5.4838928375300116,2.5108008875838608
126,4.272059063689973,Millet,Yes,Medium,Yes,Clayey,23.320235825523728,7.527477992813477,48.59420510779165,7.552159723135681,5.958509116882937,6.0951232563864455,4.530044196719343
127,4.442922333025374,Maize,No,High,Yes,Loamy,29.15540847783599,0.12224243431511073,32.97658545791019,8.810607575579542,8.543162218401132,4.236765350571963,1.7199629193138541
128,1.0278085221247628,Maize,No,High,Yes,Clayey,15.441483120468318,2.9354422885877085,63.478241830809665,18.587096895855755,6.502151829627336,1.463900028010816,1.1989748753339446
129,3.042989210310263,Rice,No,Medium,Yes,Loamy,15.393430032790512,1.4161725697290362,49.74772697308102,8.184916249832552,8.832698513200672,1.9548694789883516,1.5253256240710131
130,2.669644012595116,Rice,No,Medium,No,Sandy,24.085868973854534,1.2876931589994722,57.60202786094364,8.494562479750183,9.373753796769204,8.727045051354331,2.78485646848517
131,1.888431241882921,Millet,No,Low,No,Loamy,28.568215480765527,2.769586668974786,62.845439824823785,12.649762440212651,5.570315826261961,7.3249506833397575,1.2699184901811433
132,1.4794614693347312,Wheat,Yes,Low,No,Loamy,26.491116495728694,7.621530911150485,32.04711623001012,14.617270303342291,8.11581402313723,7.92457906006096,3.226107148232706
133,2.350460685614512,Millet,Yes,High,Yes,Clayey,24.540791155867122,9.694218690784336,43.48791003411005,5.01355799922112,5.219339007894633,2.1040245966415188,2.095612184745373
134,4.771638815650077,Rice,No,Medium,No,Loamy,17.746183961147764,5.1461846654109875,31.00471307768492,11.851717858865044,7.346744003733221,1.4431706153727712,2.499598672395514
135,2.292811728083021,Millet,Yes,High,Yes,Sandy,24.35534669403948,3.3897181757691786,31.985063438790004,10.98519688341112,1.3375707955206875,1.1554871583755617,1.6242477725962692
136,3.0751624869734644,Wheat,Yes,High,Yes,Loamy,26.02191152861629,8.291704663110869,31.513298049482422,17.984287888148327,9.702212045327668,5.696328979179054,3.9829045788005777
137,3.8120758355807114,Maize,Yes,Medium,Yes,Clayey,25.065713595812085,0.6710342526824942,49.11626164807187,17.595462005549372,9.049001143977028,5.508074227556155,2.5254298795260004
138,2.454518409517176,Maize,Yes,Medium,No,Sandy,23.536215965722462,0.9316794187902822,48.02712190262504,18.588851780129552,9.039586265691685,1.9958323827613764,1.4604999152457396
139,4.887128330883843,Maize,Yes,Medium,No,Clayey,10.94262503381406,3.453663147492667,32.44961784531909,17.630759157304475,3.5312615953971114,4.119598962708894,2.4461860171744174
140,4.849789179768445,Maize,No,Medium,No,Clayey,23.194298662296173,4.48408499471351,40.4947386540637,16.80067045485769,3.5485051968899564,5.771933732507178,4.93410641190067
141,2.0071291833014566,Rice,No,High,Yes,Loamy,19.56589310965821,7.978378692813742,39.77964782027088,17.885074411861492,4.623406796842819,7.082333549806707,3.855802808451327
142,2.988994023569542,Rice,Yes,High,No,Clayey,29.23138543099371,9.252639393357896,41.86460536369625,7.622097866507732,8.921705885260439,8.28998677712476,4.477182601615512
143,2.2035132392670786,Wheat,Yes,High,No,Sandy,22.14379766754142,5.312765349917838,55.630495951553335,10.112736375264745,8.727752229776366,6.772499086258266,4.56783455625029
144,2.1393619775098704,Wheat,No,Medium,Yes,Sandy,22.164545124705985,4.956446695712748,57.882690888942946,15.254274874549164,3.6051397425385123,1.2700581919005185,3.19531642836629
145,1.1475477894181312,Wheat,No,Low,No,Sandy,29.881103747394995,2.130110190790342,43.56285719400414,18.846964378517487,5.8759855202283555,6.274820516111562,3.227507707252844
146,3.4382573359195874,Wheat,No,High,No,Sandy,11.871755795618109,4.511815436999833,61.5292255116276,15.003631490359352,5.276531320115949,1.7912922726042377,4.62663325786832
147,3.010716092915446,Millet,No,Low,Yes,Loamy,15.526325702007057,9.23644231274045,46.71440704027712,8.119233566165134,6.856076665590834,6.084191104239079,4.493118561298603
148,1.2059150049999574,Wheat,Yes,Low,Yes,Sandy,23.121588779380513,3.9289953627337146,50.89610763380614,19.16997595729334,2.925099187129606,4.383886623223426,3.8654490810956843
149,2.1145858569464457,Maize,No,Low,No,Loamy,16.304725120687493,2.1068248780096246,35.821984016779794,16.405127058999895,1.7654556892315305,3.5770380523962,4.28784044975752
150,4.633063543866615,Maize,No,Medium,Yes,Clayey,16.923002958582437,3.372950292051431,39.31581776263869,15.748156342316618,1.245296101575731,5.335444924261536,3.965590007104302
151,1.9582475626678897,Maize,Yes,Medium,No,Clayey,27.85289879594217,5.145946126351735,59.10220941683553,16.43759925966695,4.432755831644322,4.433303928060514,2.231340479827974
152,1.5795794883648924,Millet,No,High,No,Loamy,21.58707810079593,5.985850305995709,69.08168946078723,14.887170362742644,9.519506441920125,8.472434565628006,1.4831424347686113
153,2.957811041110252,Wheat,No,High,Yes,Clayey,12.057311656083092,4.324298796401692,58.186142225195276,5.3316887564171385,7.163328792879341,3.0384319723947764,3.8687952705547195
154,4.942601816442403,Maize,No,Medium,Yes,Clayey,16.217251714652434,7.585361795403025,32.16793543288314,8.804273894590146,7.742171536796201,2.230380738851602,4.622508260597694
155,1.9682210860460017,Maize,No,Medium,Yes,Sandy,11.521167529988361,5.844533821067067,35.715654128015835,19.34857759939478,9.506472639037284,8.53281275104833,4.914125690446514
156,3.688542189623514,Maize,No,Low,Yes,Clayey,21.122598668942906,6.6504813401168725,47.83114167737,9.329064201348652,4.798463820481196,3.190680322807173,1.1954903476523246
157,4.04647846131487,Maize,Yes,Medium,No,Clayey,13.465363927519792,8.629189246112304,59.30291451571762,16.574397267329786,5.269311339995472,1.2901250178727186,3.5473666096593655
