,Agroforestry_Impact_Measures,Tree_Species,Crop_Type,Soil_Type,Soil_Health_Index,Economic_Indicators
148,1.463308761249904,Pine,Maize,Clayey,9.185375491968628,3059.006329429564
149,3.507818178129503,Pine,Wheat,Loamy,9.279923773319933,1677.6377273056378
150,9.174392973699883,Cherry,Maize,Sandy,8.839715439071085,4764.331077192454
151,3.1560570160027517,Oak,Rice,Loamy,4.945072021675124,4807.94565953476
152,2.304053848821008,Apple,Soybean,Clayey,9.429013748928638,1581.7882744608003
153,5.405074842498067,Apple,Soybean,Sandy,6.7340873713759715,3163.685358814476
154,9.870854086995406,Oak,Rice,Clayey,8.472915946041072,2145.3292656307594
155,3.178497443603504,Cherry,Rice,Sandy,3.6919237912639202,3685.494607300643
156,7.049219926652907,Oak,Rice,Clayey,5.50016054274675,3889.358050648205
157,7.854576537958458,Apple,Rice,Sandy,2.0573248580552965,1562.5694172158792
158,3.1387378959315972,Pine,Maize,Sandy,2.3877182453632466,3726.776690536251
159,7.553947137506736,Oak,Rice,Sandy,8.265228797081651,3708.1099994883225
160,4.3100481944732785,Apple,Maize,Clayey,9.495398642791487,2380.5608522296025
161,6.690752475342215,Pine,Soybean,Clayey,5.749008468069376,3198.0314139697707
162,6.7017673968480524,Oak,Maize,Clayey,5.372155541474967,1596.6002462895487
163,5.821972156672826,Cherry,Rice,Sandy,9.479796249895088,2824.9730642251575
164,1.8126079304896747,Apple,Wheat,Clayey,8.480897802580435,2356.093118382728
165,8.51772246030314,Pine,Wheat,Loamy,2.644242498926723,3077.697992611244
166,3.8870205847456223,Pine,Maize,Sandy,1.3765714217350327,1732.4231745590332
167,2.678666593598688,Cherry,Wheat,Loamy,9.551758668832527,2169.239007853448
168,1.3669762739928752,Apple,Soybean,Loamy,5.863242919712261,3252.725792077545
169,6.318036488694176,Pine,Maize,Loamy,6.817414187261362,4953.169920945709
170,7.098079256580542,Cherry,Wheat,Sandy,5.778083325626134,2805.469702944938
171,1.1492904603507053,Apple,Soybean,Sandy,7.6476291822136035,2392.7384041199166
172,5.608837524693529,Cherry,Maize,Clayey,9.077901946605603,1716.5479651556766
173,3.0384619767814414,Cherry,Maize,Loamy,9.944069749631383,3671.763849351241
174,6.806555113685048,Cherry,Maize,Sandy,4.272773880833096,3394.793787839881
175,2.569297861044923,Cherry,Maize,Clayey,5.67543085860092,3317.9944237695777
176,7.218439642922194,Apple,Rice,Clayey,8.951579901528294,1141.2679304106375
177,4.480618116704837,Cherry,Wheat,Clayey,4.92106945060449,3900.706825627979
178,9.43056989863061,Cherry,Maize,Sandy,4.230919723988597,3228.6059456904154
179,2.2376884973139393,Pine,Maize,Loamy,9.720476093146845,1211.813862622782
180,4.069597159452327,Apple,Wheat,Sandy,7.587277200444419,3175.7197070653547
181,2.021261691165302,Apple,Wheat,Sandy,5.562954880527098,3732.516027813878
182,9.322242564507064,Cherry,Soybean,Clayey,8.163233767919621,1492.7418699508294
183,8.896054180428829,Cherry,Wheat,Loamy,3.870958189931792,4765.573797139921
184,3.3214746494364005,Oak,Maize,Sandy,6.302940427940021,4367.200390134987
185,6.939856414307611,Cherry,Rice,Loamy,7.396604365928677,1090.8971365107263
186,8.354999801810942,Apple,Wheat,Sandy,7.443592139205754,1710.3208798965932
187,5.996807304395161,Pine,Rice,Loamy,2.7621752542923996,3660.68339006328
188,5.766855205204059,Apple,Maize,Clayey,9.952622548178375,1735.2686508858435
189,3.1766706181040654,Pine,Wheat,Clayey,7.785666296933568,4120.548340209414
190,1.837924910253093,Cherry,Rice,Loamy,7.687126906026908,2232.7949429416863
191,9.074941821579941,Oak,Soybean,Clayey,6.272993931248154,4438.4999908401915
192,9.103762514469974,Pine,Soybean,Sandy,4.085338773122142,1297.7177150069022
193,6.697913115459412,Apple,Soybean,Sandy,5.397786726113349,2645.028336297159
194,4.051268119438307,Cherry,Soybean,Loamy,4.832651972955103,4788.47547715972
195,4.142886171513948,Pine,Rice,Loamy,2.0309547986640175,1865.7840687120984
196,7.533601109832154,Oak,Rice,Clayey,9.32287990638185,3172.6210953861446
197,9.073992339573193,Oak,Rice,Loamy,5.568817243729708,1972.7886786107752
198,8.983777818386056,Oak,Rice,Clayey,1.3880541382283582,2358.9966741048847
199,8.018879912718614,Cherry,Soybean,Sandy,4.775245728920219,1306.5654633983531
200,6.77828481538859,Pine,Rice,Sandy,4.785257533824124,1081.84951577871
201,1.7572596849554394,Pine,Wheat,Loamy,1.7796142828584904,1550.512896164244
202,2.454658426851524,Cherry,Maize,Sandy,2.762479787672194,2138.5062308103716
203,9.086987696743714,Pine,Wheat,Clayey,1.6998896755883504,3711.5075302758664
204,6.457861536936309,Cherry,Rice,Loamy,2.4427887107488337,3604.9902076755843
205,1.0827734645496667,Oak,Rice,Sandy,2.030327087417585,3027.048359115252
206,1.913243885794289,Pine,Soybean,Sandy,9.121196344981604,2743.7815536275493
207,6.971515921972502,Oak,Soybean,Sandy,7.983904944735935,2902.6161998518655
208,1.0455542546159682,Cherry,Maize,Sandy,8.855793210036605,3144.1338862826083
209,2.4472724627574878,Oak,Soybean,Loamy,2.2469293098320104,3754.7238209207403
210,5.938604104299275,Apple,Wheat,Clayey,7.023617125334662,3877.7513914953756
211,7.227056779234239,Cherry,Soybean,Loamy,9.115487655093688,4537.045466083743
212,6.867651335523405,Apple,Soybean,Loamy,9.57990986368264,2455.8421506968944
213,3.018423785145038,Cherry,Maize,Sandy,1.5249973540246282,1790.0100729381188
214,7.409612992127823,Oak,Rice,Loamy,4.41193064518902,2465.056616448531
215,3.135241787471201,Oak,Soybean,Clayey,4.271071892119566,2989.253391183333
216,3.9285972834334095,Oak,Rice,Loamy,2.683798335029515,3192.310087961974
217,7.718422646062217,Apple,Wheat,Loamy,2.3892439755132013,4354.81137239418
218,6.846696091424932,Oak,Rice,Clayey,4.338952128737442,1610.9479627436253
219,8.6430106944476,Apple,Soybean,Clayey,7.406246430334216,3875.5699785291854
220,6.91851603070309,Apple,Rice,Sandy,7.575851983580043,3206.9931463668213
221,6.114777430019244,Pine,Wheat,Clayey,6.195182799316628,2842.6758335583463
222,1.8430729104528323,Pine,Soybean,Clayey,8.073227482696199,4519.484617707352
223,4.309442227534902,Pine,Wheat,Sandy,7.334344805665373,3197.5988664746646
224,3.386821309135529,Cherry,Soybean,Sandy,8.159891981458081,4303.0261719277005
225,3.195906790411752,Apple,Maize,Sandy,9.773535774273844,4096.714332750977
226,9.75709499277201,Oak,Wheat,Clayey,6.215438649965694,2304.114569786655
227,4.537879522000844,Pine,Soybean,Loamy,7.898148115215813,3567.6479564004007
228,9.02841899659402,Cherry,Wheat,Loamy,8.499903465766902,2514.8762773792914
229,6.680247633975366,Apple,Soybean,Loamy,9.216354564478337,2629.9503268722356
230,8.153301731874835,Cherry,Maize,Clayey,5.9071016609956475,4556.552174973536
231,5.523733837946729,Oak,Rice,Sandy,9.270124418796618,2346.7577430814517
232,6.192134961637232,Pine,Rice,Loamy,5.85083060607536,4660.264873708869
233,5.432659244369775,Apple,Maize,Loamy,7.237568005819867,4342.844960209527
234,2.7571868901824006,Cherry,Maize,Loamy,4.133134463683538,4887.806892503672
235,7.502069037353548,Pine,Rice,Sandy,9.865213283164856,1621.1461989693098
236,3.526951261967702,Pine,Wheat,Clayey,2.9564767651930692,1383.4166439981268
237,1.2188436978830846,Apple,Maize,Sandy,3.3221502567270624,1139.4573340582738
238,6.80925066316451,Pine,Rice,Clayey,3.2653572948334677,4728.720858468923
239,2.5939961146634403,Cherry,Rice,Sandy,4.788984209592195,1003.6590086806325
240,9.464127259176228,Apple,Rice,Sandy,7.912372950054422,1032.7159749761167
241,9.585357193023286,Apple,Wheat,Sandy,9.857880898277672,1937.280829308445
242,9.233779511984036,Pine,Wheat,Loamy,6.558807662017696,3477.0485144895897
243,4.331428302298999,Oak,Maize,Clayey,6.558053577614499,1327.9598598948
244,1.1391095487598069,Oak,Wheat,Clayey,5.7489248459065,2865.8217438697566
245,9.354867063289529,Oak,Wheat,Loamy,9.118101028161503,3039.62400731412
246,4.8536573348558285,Cherry,Wheat,Sandy,3.9857517080274643,3480.9105504881472
247,9.699893371393026,Apple,Wheat,Clayey,2.7088810104582044,3055.5777293238316
248,9.672579793803276,Pine,Maize,Clayey,3.059713744885614,4998.987636664899
249,8.677085099206241,Oak,Wheat,Loamy,8.740051148183216,4102.745737649144
250,3.6500400286262713,Pine,Maize,Sandy,2.527085628157564,1841.7148959284284
251,4.465879557417328,Oak,Maize,Loamy,5.4958259230257624,1567.6824778360485
252,8.660230043651712,Oak,Wheat,Loamy,3.89540486750038,1306.2229145441179
253,3.852298046406499,Pine,Wheat,Sandy,2.6500099089278035,1863.503854111911
254,2.5254347201748324,Cherry,Maize,Loamy,6.1495838061877794,1020.5457710472201
255,6.0112113621251515,Pine,Maize,Loamy,8.69645877094747,1661.5205140472233
256,9.425392967447028,Pine,Maize,Loamy,3.876566939378313,3482.7303373942636
257,7.264268170074757,Cherry,Rice,Clayey,2.0777418516548924,1627.0843736789266
258,6.1305505308042845,Cherry,Wheat,Clayey,6.606917602891038,2683.4656071679437
259,1.8745884439369167,Pine,Rice,Clayey,7.657860936152688,4240.782415044547
260,6.535065040292528,Cherry,Rice,Sandy,6.031556344952519,4530.948613039705
261,9.91048465093837,Oak,Wheat,Sandy,2.0573012824446386,1453.8742043282555
262,2.260756137128716,Cherry,Soybean,Sandy,1.0420780977839252,3635.4277106010213
263,5.664966871273631,Pine,Rice,Sandy,1.7761149879401206,2208.383693609961
264,8.8963576473516,Cherry,Wheat,Sandy,9.304234059989946,3128.7094401278628
265,7.66691755978784,Apple,Rice,Sandy,6.197905048053262,1227.4515993590023
266,7.273141668957412,Cherry,Wheat,Sandy,4.355489954706625,3099.635573767471
267,7.322356755883983,Oak,Maize,Loamy,2.647572650369351,3969.081215996929
268,4.2354203609777965,Apple,Rice,Clayey,7.290753409205822,1142.5437426029173
269,3.64232659838044,Oak,Rice,Clayey,7.87858843282505,4481.462008354985
270,8.284250399306622,Oak,Rice,Clayey,8.267778211698342,3814.322134960584
271,8.291020552112627,Apple,Wheat,Sandy,1.1655915643596975,3971.0184145683606
272,8.803650867220934,Oak,Soybean,Clayey,7.929614303920502,2514.1577372465727
273,9.219164973008242,Apple,Maize,Clayey,2.438478632567715,2867.245190383008
274,5.60208158974844,Oak,Soybean,Sandy,8.16985543813924,2650.4698897588178
275,5.513646652184796,Pine,Rice,Clayey,2.359742432485735,3864.0401579907657
276,8.184656610700976,Oak,Wheat,Loamy,3.2041645559940637,1667.7009536352166
277,6.849675376999887,Apple,Rice,Loamy,8.00092087891975,1336.5368076056327
278,7.31770189531933,Pine,Rice,Loamy,6.662063287368939,3602.670928376671
279,8.16213402492491,Pine,Soybean,Sandy,1.3133830134081617,4323.094133613252
280,9.010048076358096,Cherry,Rice,Sandy,2.4915223090824314,1775.9935219869053
281,4.041956411663822,Cherry,Wheat,Loamy,3.0788924084591103,3882.547246466408
282,4.380246573759496,Cherry,Maize,Clayey,8.589273713491771,2263.756030115862
283,1.845837458567821,Pine,Soybean,Sandy,6.526233186085293,2284.697450103513
284,6.204521268965566,Cherry,Wheat,Loamy,2.6591270610542175,1693.4304830844744
285,1.3234804641706788,Pine,Rice,Clayey,3.2973204534292284,3698.595853020336
286,5.190382163192141,Cherry,Maize,Loamy,5.094152560767721,3219.8244419351017
287,5.883801712368189,Oak,Maize,Loamy,1.75370459818696,3158.8839595238865
288,3.5788712691545594,Cherry,Maize,Clayey,4.717169946838283,1479.0519840430934
289,6.317499345121097,Apple,Wheat,Sandy,8.139481873504383,2065.901136953485
290,1.2745022494514449,Cherry,Maize,Clayey,4.5592556997226765,2653.8241488225394
291,1.3361336987429298,Pine,Wheat,Clayey,8.072086509923619,3511.504340187173
292,8.403405045936925,Apple,Soybean,Clayey,6.621334248599103,3279.6289049972456
293,4.241715772701366,Apple,Wheat,Clayey,4.639244590079668,3048.5813683562133
294,2.143544613866963,Pine,Rice,Sandy,9.040182659592551,3794.521640908263
295,5.700189340493239,Apple,Wheat,Loamy,4.973430892749182,4752.707840066874
296,7.9299419778874976,Apple,Wheat,Sandy,7.61350005490692,4670.659560036074
297,2.9423892474715885,Apple,Rice,Sandy,8.195332707857448,3240.316688247458
298,6.606014282371002,Cherry,Soybean,Loamy,9.24334728914724,3519.1087837670043
299,1.768127184943912,Apple,Wheat,Clayey,3.498273944526817,2198.28537226944
300,1.4651354905174694,Oak,Rice,Sandy,2.8101383460786504,2312.9179273139644
301,5.782191684113332,Oak,Rice,Sandy,5.032947534923234,2205.573354884938
302,5.865716094490959,Cherry,Soybean,Loamy,8.876853643842601,2615.4072668466624
303,6.736869113483859,Cherry,Soybean,Clayey,3.9653445850191456,1392.6582431179067
304,7.534822003503954,Oak,Rice,Loamy,3.4601506556704567,2745.6239830059703
305,9.782668715162812,Apple,Soybean,Clayey,1.3207783779654165,1515.7559434219988
306,5.646703134710758,Oak,Rice,Sandy,7.304616060205479,4323.847792796784
307,3.9066082564712135,Pine,Soybean,Clayey,7.29810927383892,3168.119137642189
308,8.156675752918332,Apple,Rice,Clayey,8.50964933441937,3996.5541074841967
309,3.437490261358668,Oak,Maize,Sandy,5.462577149195786,1872.0550362291178
310,4.950742786350725,Oak,Soybean,Sandy,9.013671540118445,2396.2097399397676
311,1.7061074320803935,Apple,Maize,Sandy,1.7740510091000594,1309.8364321779097
312,1.2281566907391177,Apple,Rice,Sandy,6.067591602577996,4472.646556255616
313,9.663835732101326,Apple,Soybean,Sandy,5.291513621042384,3543.1027911825895
314,8.523821084609853,Cherry,Soybean,Sandy,9.077870902723282,2606.8291755328937
315,7.263767854843282,Pine,Maize,Sandy,9.174624600948757,4916.272786827907
316,4.680576499728429,Cherry,Maize,Clayey,9.787719373382714,1784.7662797016253
317,2.559648880637612,Oak,Wheat,Sandy,4.170206213838837,2315.404729293692
318,2.4079333840397745,Pine,Maize,Loamy,4.417327998162424,3073.357554069901
319,3.252186083481358,Cherry,Rice,Loamy,2.734422065250902,3704.332593218561
320,5.943039982355084,Oak,Rice,Sandy,7.684637323534442,3211.7046170783115
321,7.431363304300561,Apple,Maize,Sandy,8.49894291277738,4332.0001932655405
322,6.941776390459581,Oak,Maize,Clayey,8.66951359297979,1904.0468266512316
323,3.5194050725134858,Apple,Rice,Loamy,9.913641048462345,4735.21282614383
324,9.593787525968747,Cherry,Wheat,Clayey,6.058611267405769,3413.2899971340576
325,7.641072250261916,Oak,Wheat,Sandy,2.9294202098371,2611.301788767455
326,5.989186472602606,Pine,Soybean,Loamy,6.410773224354473,3457.433163215002
327,6.5054867161091705,Oak,Rice,Clayey,4.263411780636714,1620.3534895813143
328,4.776400561850109,Apple,Soybean,Clayey,4.004110839430363,3025.074170326343
329,3.229578905510417,Cherry,Wheat,Clayey,7.303628123960285,2904.003320352964
330,4.2037541078613545,Pine,Maize,Loamy,2.827629674929687,1281.499883731878
331,7.820614994179322,Pine,Wheat,Clayey,5.904713095004653,3558.8324942534
332,1.1295413976678028,Cherry,Wheat,Clayey,2.2697639749320038,2897.8377745315374
333,2.0446537645622462,Cherry,Wheat,Loamy,9.017894492936879,4547.359917639029
334,1.4140237781957747,Oak,Wheat,Sandy,1.7983558273932922,4557.511056748647
335,1.3665592208707311,Oak,Rice,Clayey,9.387974487032421,2073.4576237346096
336,8.699145256099065,Pine,Rice,Sandy,9.996602875683081,3797.8878042988886
337,7.332920734420213,Oak,Rice,Loamy,3.1190087982517865,4926.512224794582
338,5.267564461785927,Apple,Wheat,Loamy,1.8347289417142638,1888.3002645896977
339,1.8805074458590134,Apple,Soybean,Clayey,1.2848239288080112,1904.842065683185
