,Farm_Size_Hectares,Resource_Access,Sustainable_Farming_Practices,Economic_Indicators,Crop_Type,Soil_Texture,Soil_Health_Index,Access_to_Credit,Mode_of_Operation,Household_Income
15,2.650640588680904,Limited,No,3.7444117392789473,Beans,Silt loam,3.4367230466377423,Yes,Mechanical power,2144.51076669962
16,3.7381801866358395,Limited,No,4.240589441956555, Millet,Loamy sand,7.007438329961283,No,Mechanical power,2412.842897271422
17,5.72280788469014,Abundant,Yes,4.784839210619889, Millet,Sandy loam,1.4294978533022444,No,Use of animal,3626.189256943169
18,4.887505167779041,Moderate,No,1.889797046104132,Beans,Sandy loam,3.9906442522529577,No,Use of animal,1632.0284664143205
19,3.6210622617823773,Abundant,Yes,1.3812573875750385,Maize,Loam,3.521850461524624,Yes,Mechanical power,3189.723143484864
20,6.506676052501415,Limited,Yes,7.065500041657211,Rice,Sandy clay,7.762762184948831,Yes,Use of animal,3353.7731920743186
21,2.2554447458683766,Abundant,No,5.8360134235876995, Millet,Sandy clay loam,2.318486896175977,Yes,Use of animal,3831.4230016351726
22,3.629301836816963,Limited,Yes,4.9972978199810765,Vegetables,Clayey,9.466184278875096,No,Mechanical power,3415.591633135501
23,4.297256589643226,Moderate,Yes,6.709959470515171,Wheat,Sandy clay,2.5346675084063945,No,Mechanical power,1387.8224858645299
24,5.104629857953324,Limited,Yes,8.449114664831864,Sorgum,Silt,4.330246276571961,No,Mechanical power,3755.1955508837423
25,8.066583652537123,Moderate,No,4.849236182045841,Maize,Sandy loam,2.7973017409521033,No,Use of animal,1086.989722559375
26,2.7970640394252375,Moderate,Yes,6.770075185467814,Maize,Sandy clay loam,3.580281491248815,Yes,Use of animal,2561.2352144482375
27,5.628109945722504,Limited,Yes,9.58215001451643, Millet,Loam,7.849222306013124,No,Mechanical power,2668.251750854546
28,6.331731119758382,Limited,No,8.556620462754047,Vegetables,Sandy clay,5.28764246864524,Yes,Mechanical power,1466.521927960548
29,1.4180537144799796,Moderate,No,4.834007294521685,Sorgum,Silty clay,2.46318145579225,No,Use of animal,1039.4285577414917
30,6.467903667112945,Abundant,Yes,6.802451540332687,Beans,Silty clay,1.4197139078011634,No,Mechanical power,1284.6473653916055
31,2.5347171131856236,Limited,Yes,2.5936382972434577,Sorgum,Clay loam,3.0692459815324753,No,Mechanical power,2785.1998495391135
32,1.5854643368675156,Moderate,Yes,6.044699664055809, Millet,Sandy clay loam,9.510425006734188,No,Use of animal,1961.4169678710145
33,9.539969835279999,Moderate,Yes,9.831954620245986, Millet,Sandy clay loam,8.6078507336923,No,Use of animal,1275.9215912124962
34,9.690688297671034,Abundant,No,5.664836036822701,Beans,Silty clay loam,4.961563443316078,No,Mechanical power,2025.6216437904072
35,8.275576133048151,Limited,No,9.348744692711325,Wheat,Clay loam,5.337956997513847,Yes,Mechanical power,3115.2894177559247
36,3.741523922560336,Moderate,Yes,4.666014284529346,Beans,Clayey,9.094295254410953,Yes,Use of animal,3968.555355803842
37,1.8790490260574548,Abundant,No,9.98960344466168, Millet,Sand,6.3221084413816175,Yes,Use of animal,2648.0053879928455
38,7.158097238609412,Moderate,Yes,6.212980317048021,Rice,Sandy clay loam,8.92690358633887,Yes,Use of animal,3452.5958415063974
39,4.961372443656412,Limited,No,1.3804209481234109,Beans,Sandy loam,5.426551939171065,Yes,Use of animal,3387.0586966802875
40,2.0983441136030097,Abundant,No,6.280793170222493,Wheat,Clayey,2.8008785720694336,No,Mechanical power,4585.258030924069
41,5.456592191001432,Moderate,Yes,3.4711542611163697,Beans,Loam,7.533342819480115,No,Use of animal,1717.57709244745
42,1.3094966900369656,Abundant,Yes,1.2923318983230523,Beans,Silt,5.737539876211113,Yes,Use of animal,2905.7217740062115
43,9.18388361870904,Limited,Yes,8.38767974225197,Maize,Silt loam,7.015956219716219,No,Mechanical power,3527.3189260700715
44,3.3290198344001523,Abundant,Yes,3.481566732826803,Maize,Clay loam,2.4150782502954518,No,Mechanical power,3078.889300218669
45,6.962700559185838,Limited,No,8.168936986418487, Millet,Loamy sand,6.828416217270511,No,Mechanical power,2801.3663434474065
46,3.8053996848046987,Moderate,No,3.593958246602803, Millet,Silt loam,4.440314326646085,No,Use of animal,4893.835930871048
47,5.680612190600297,Limited,Yes,2.7489371848639683,Sorgum,Silt loam,3.9879797753007633,Yes,Mechanical power,4768.05533788174
48,5.920392514089517,Moderate,No,9.765420166939847,Beans,Sandy loam,7.043279869653419,No,Use of animal,3445.8217802115455
49,2.6636900997297435,Moderate,No,4.254807949795176,Rice,Sandy clay,6.330152019348609,Yes,Use of animal,2758.302837433075
50,9.726261649881026,Limited,Yes,6.412385902988444,Vegetables,Silt loam,6.8419668604303405,Yes,Mechanical power,4021.528485226267
51,7.976195410250031,Moderate,Yes,6.489833435330244, Millet,Loam,9.68799757808342,No,Use of animal,3051.7389856671175
52,9.455490474077703,Abundant,No,6.044261339561516,Beans,Silty clay,7.31076822612476,No,Mechanical power,4982.27848577736
53,9.053446153848839,Moderate,Yes,9.232261691690931,Beans,Silt loam,6.768090660456015,No,Mechanical power,3743.74918089021
54,6.381099809299767,Limited,Yes,7.069969642301817,Vegetables,Sandy clay,6.521977376572639,Yes,Use of animal,1272.6402385875626
55,9.296868115208051,Abundant,No,4.633597036944371,Beans,Silty clay loam,4.588428244183653,No,Use of animal,2607.642617602495
56,1.7964325184672756,Abundant,No,8.761423460718465,Vegetables,Sandy clay loam,8.552725220279633,Yes,Use of animal,3921.0587912605374
57,2.763845761772307,Moderate,Yes,2.62956609204368,Vegetables,Sand,4.428447422551396,No,Mechanical power,4369.4769770761
58,1.4070456001948426,Moderate,No,5.898130818493757,Sorgum,Sandy loam,7.302192708930056,Yes,Mechanical power,4253.477999891715
59,3.927972976869379,Limited,Yes,9.554953347493807,Beans,Silty clay loam,3.6382928024320043,Yes,Mechanical power,4908.950897337746
60,4.498095607205338,Abundant,Yes,6.628578668923714,Sorgum,Loam,2.3298079758965837,Yes,Use of animal,2956.481979970036
61,3.442141285965063,Limited,No,8.352716054273886,Beans,Loam,2.167869765681965,Yes,Mechanical power,1560.2681688448247
62,8.458637582367365,Moderate,No,6.882046529906735,Maize,Sandy clay,6.711029710217186,Yes,Mechanical power,3608.9727239941103
63,4.210779940242304,Abundant,Yes,8.554337771841013,Vegetables,Silt,3.951594374316312,Yes,Mechanical power,1282.995628634513
64,3.5284105871864266,Limited,Yes,9.500390918607193,Wheat,Sandy loam,3.475443597331542,Yes,Use of animal,4894.093217235077
65,5.884264748424236,Limited,Yes,3.4562955477946313,Vegetables,Sandy loam,6.328533964208207,No,Use of animal,4034.1322809718745
66,2.2683180247728636,Limited,No,2.5269497313104696,Wheat,Silty clay loam,1.231027790189517,Yes,Use of animal,4928.593385706474
67,8.219772826786357,Limited,Yes,5.355916752992859,Beans,Silt loam,3.2160308678620706,No,Mechanical power,2509.0119640677667
68,1.6709557931179373,Limited,No,7.316761841417943, Millet,Sandy clay loam,4.064925567853788,No,Mechanical power,1063.1867800109585
69,9.881982429404655,Abundant,Yes,3.044721278639945,Rice,Silt loam,7.375362315464782,No,Use of animal,3085.1587924171176
70,7.9502029236699165,Limited,No,1.0369130538715037,Sorgum,Silt,5.905011224473755,Yes,Use of animal,1484.7330853353728
71,2.7884411338075514,Abundant,Yes,4.086416042530348,Beans,Clay loam,8.703897554138045,Yes,Mechanical power,3718.5107867679853
72,1.0496990541124216,Limited,No,9.719734019210096,Rice,Clay loam,4.010557266986562,No,Mechanical power,2990.205699794198
73,8.339152856093508,Moderate,Yes,7.25470714545262,Maize,Loamy sand,3.667968930478741,Yes,Mechanical power,4013.7879049407397
74,7.361716094628554,Moderate,Yes,4.611928995471016,Wheat,Silty clay,1.2987766770850948,Yes,Use of animal,2164.275171695898
75,7.561064512368886,Limited,Yes,2.733184876121563,Sorgum,Silty clay loam,9.565455705745178,No,Use of animal,4316.66225734189
76,7.941433120173512,Moderate,Yes,4.204807063792723,Maize,Sandy clay,5.513429317555615,No,Use of animal,3603.282181882865
77,1.6664018656068134,Abundant,No,2.5285548997112315, Millet,Clayey,5.522715232244335,No,Use of animal,4950.838891663932
78,4.226191556898454,Limited,No,1.9567523918165626, Millet,Clayey,9.310925308110384,No,Mechanical power,1714.2281301263597
79,2.0428215357261674,Abundant,No,9.160681353152984,Vegetables,Clayey,3.6092641233572182,No,Mechanical power,1204.6910093278248
80,8.767930832880342,Limited,No,9.978853045379262,Sorgum,Silt,3.9889551704117125,No,Mechanical power,4404.199753325227
81,6.609683141448022,Moderate,No,2.477029956362113,Sorgum,Sandy clay loam,6.907129249556288,No,Use of animal,2353.8051448666342
82,3.9780822236738427,Abundant,Yes,1.4907030299045174,Sorgum,Sandy loam,8.06658359409455,Yes,Use of animal,2724.985456028753
83,1.5720251525742128,Moderate,No,3.9675799643159113,Beans,Loam,7.293796528892421,Yes,Mechanical power,4702.67304926486
84,3.79884089544096,Moderate,No,5.154932626852738,Vegetables,Silt,8.098464542700503,Yes,Use of animal,2762.7872474460837
85,3.9266498982407234,Limited,No,2.84339122368269, Millet,Sandy clay loam,6.175972353615375,No,Use of animal,2192.07630531193
86,7.566455605042576,Abundant,No,3.712824206187026, Millet,Silt,8.765411344404432,Yes,Mechanical power,1237.9819783128023
87,6.738017242196918,Moderate,Yes,2.8078366212249195,Vegetables,Silt loam,5.950960570622475,No,Use of animal,2771.7413554759005
88,8.98491468318694,Limited,Yes,7.9683451158920615,Maize,Clayey,3.0640656452608814,No,Use of animal,3619.8061037778098
89,5.249934326457543,Limited,Yes,7.413201489225347,Rice,Loamy sand,5.8753099584875645,No,Mechanical power,2076.7002309488785
90,2.0763482134447155,Limited,Yes,6.7145636418488355,Wheat,Clayey,7.416502166412592,Yes,Mechanical power,3871.1175892129154
91,7.419203085006955,Moderate,No,4.484960713712843, Millet,Sandy clay loam,6.882178054734203,No,Mechanical power,2913.055792129817
92,7.847065437552077,Limited,No,9.181368471828124,Vegetables,Silt loam,3.1871508667366224,No,Use of animal,4432.429168464438
93,6.051494778125466,Abundant,Yes,9.72579287381518, Millet,Clayey,1.3697040520370667,No,Mechanical power,1646.949889103961
94,7.938704619591049,Abundant,Yes,2.562753813628708,Maize,Silty clay loam,3.2723268435153967,Yes,Mechanical power,4028.318653060228
95,5.444160367279517,Moderate,No,3.0071137727069024,Sorgum,Silty clay,9.856378641283476,Yes,Use of animal,4730.210306848014
96,5.704595464437946,Abundant,No,5.730679252003327,Sorgum,Loam,2.660196163514043,No,Use of animal,3965.591744646711
97,4.847869165226946,Limited,Yes,1.8212551235402077,Wheat,Sandy clay,5.179345826418041,No,Mechanical power,2623.749316170782
98,1.2287721406968566,Moderate,Yes,4.928035589408015,Sorgum,Clayey,6.74511219421804,No,Mechanical power,1921.8230677772553
99,1.97102284293974,Limited,Yes,6.236121382999391,Sorgum,Loamy sand,8.91525866544588,Yes,Use of animal,1393.4696667927587
100,1.2828626711806081,Moderate,Yes,5.698662140235998,Maize,Sandy clay loam,7.8423277377718685,No,Use of animal,3569.478791006447
101,6.727693701374023,Moderate,No,3.9781772477022344,Rice,Sandy clay loam,9.180577950045427,No,Use of animal,1571.417262406172
102,3.82920382968694,Limited,No,5.882012254694861,Maize,Sand,6.4394532422063655,Yes,Mechanical power,4353.216062514894
103,5.577136220482325,Abundant,No,9.62920858832963,Wheat,Silty clay,8.787869273150289,Yes,Use of animal,4842.949370781776
104,9.168098265334837,Abundant,Yes,2.8541566386223844,Sorgum,Silt loam,3.374586974252885,Yes,Mechanical power,1543.1567129716495
105,3.2436300623398746,Moderate,No,6.893482225546033,Wheat,Sandy loam,4.875083579528782,Yes,Mechanical power,2504.2118048314665
106,4.693446307320667,Limited,No,1.3905702474044666, Millet,Silty clay loam,8.593952269143468,Yes,Mechanical power,4749.088421877077
107,7.799960246887438,Limited,Yes,1.5977476403329143,Rice,Silty clay loam,3.9300730100006906,Yes,Use of animal,2882.8183287196052
108,3.059183489424602,Moderate,Yes,5.966454018012265,Beans,Sandy clay loam,8.840999298145555,No,Use of animal,3141.6642254645412
109,1.6928191884591368,Abundant,Yes,1.944452622951545, Millet,Clayey,4.268035610995043,Yes,Mechanical power,3990.0639958553134
110,3.6077630762239123,Limited,Yes,1.201121095841716,Sorgum,Silty clay loam,4.270552333510081,Yes,Mechanical power,1842.133643635052
111,2.4509915852860398,Abundant,Yes,2.5436169788322,Vegetables,Clayey,3.7812962331203,No,Use of animal,4916.596282994429
112,9.367278871083158,Abundant,Yes,6.08364253899617,Maize,Loamy sand,5.9224877527381175,No,Mechanical power,4123.534124030735
113,8.273083416079754,Moderate,No,7.3300685906703915,Maize,Silty clay,2.1616186500884798,No,Use of animal,1645.4934792352924
114,6.700633808593811,Moderate,No,2.82230707727242,Wheat,Sandy clay,1.3294238666321734,Yes,Mechanical power,1444.2783086750874
115,8.84314531168946,Abundant,No,7.01433493487357,Vegetables,Clay loam,9.076716819738916,Yes,Use of animal,4739.816907950742
116,8.23304869209203,Limited,No,2.642286979893064,Wheat,Sandy clay,9.360444291164127,Yes,Mechanical power,3740.11119950753
117,2.6791305299743224,Limited,No,6.521116839681314,Vegetables,Sandy clay,1.685535957027324,Yes,Mechanical power,1154.269224492472
118,9.0330309864098,Moderate,No,4.7076371190621895,Wheat,Sandy clay,5.947277994653434,Yes,Mechanical power,1567.9488820937631
119,5.854080177240856,Abundant,Yes,6.88419558400255,Beans,Sand,5.857139437796631,No,Use of animal,1191.316980903411
120,8.266961396476564,Limited,Yes,9.955474772313226,Beans,Sandy loam,4.351876123758556,No,Use of animal,4896.326825675724
121,9.06482169931144,Limited,Yes,9.440352687093057, Millet,Clay loam,6.120143384541491,Yes,Use of animal,2991.403596876038
122,3.8620312747467747,Moderate,No,1.0385358205249327,Beans,Silty clay,5.123074111552584,Yes,Mechanical power,2848.5937546476166
123,1.9904673207490908,Abundant,No,8.96894887926075,Vegetables,Clay loam,5.406715127840991,No,Mechanical power,4823.1150647154245
124,3.051416462877475,Limited,Yes,1.5984171565728986,Wheat,Sandy clay,7.798031407785103,Yes,Use of animal,3018.543981873916
125,4.843970097636307,Moderate,Yes,9.577419275438604,Vegetables,Clay loam,5.733642406007054,No,Use of animal,3071.019387838905
126,8.362132893302437,Limited,Yes,3.536431111897162, Millet,Silty clay,3.9129228352479317,No,Use of animal,4936.388653413334
127,8.74657524930709,Limited,Yes,4.438313473701438, Millet,Clayey,6.233105008800602,No,Mechanical power,1445.7288669891768
128,1.0625691747807164,Limited,Yes,1.8247438465815506,Sorgum,Silty clay,6.76678597368513,No,Use of animal,4943.019187151959
129,5.596725723198092,Moderate,No,2.0104548249601866,Rice,Sandy clay loam,6.960802095994284,No,Use of animal,1662.7115992836234
130,4.7566990283390105,Abundant,No,7.540665087063877,Beans,Loamy sand,6.564759858792752,No,Mechanical power,2891.6458544602074
131,2.9989702942365724,Moderate,No,9.498990121734625,Maize,Sandy loam,6.981424882685199,No,Use of animal,2350.45471848534
132,2.0787883060031453,Abundant,Yes,6.496736454588786,Maize,Silty clay loam,3.790835053005325,No,Use of animal,4821.684994394478
133,4.038536542632651,Limited,No,7.4426501397413,Rice,Loamy sand,5.0152052177136754,Yes,Use of animal,2942.0132352849078
134,9.486187335212673,Abundant,Yes,7.857727701374381,Wheat,Sandy clay loam,7.018355523289129,No,Use of animal,1092.0580671633818
135,3.908826388186797,Limited,No,3.3653284709764755,Rice,Sand,7.789316874441811,No,Use of animal,1886.7645371759552
136,5.669115595690295,Limited,Yes,1.4070666782819343,Wheat,Sandy loam,4.907315157924058,No,Mechanical power,2723.248184344805
137,7.3271706300566,Moderate,Yes,1.0168546952725173,Beans,Sand,4.287995591652505,No,Use of animal,3705.5616305159497
138,4.272666421413646,Limited,No,4.155843546586167,Beans,Silt,7.442943896555726,No,Use of animal,3247.6119934197964
139,9.746038744488645,Moderate,No,3.173178053792945, Millet,Loam,2.999558618518057,Yes,Use of animal,4399.637174946481
140,9.662025654479,Abundant,No,1.560859525442671, Millet,Sand,1.085429759823987,No,Use of animal,4313.734352131663
141,3.2660406624282774,Abundant,No,2.615754632443001, Millet,Silt loam,5.240494022053985,Yes,Mechanical power,3362.0372020898435
142,5.475236553031469,Limited,No,2.1204900844115304, Millet,Loam,2.5603583934370677,No,Use of animal,3285.259745827965
143,3.707904788350927,Moderate,Yes,9.233905425556333,Maize,Silty clay,4.40454483132708,No,Mechanical power,2112.6588640302543
144,3.5635644493972087,Limited,No,2.2624049211325206,Sorgum,Sandy clay,3.621107352369845,Yes,Use of animal,4831.623459978033
145,1.3319825261907952,Moderate,No,5.838836175889113, Millet,Silty clay,7.995356996627101,Yes,Use of animal,1307.4053509547232
146,6.486079005819072,Moderate,Yes,6.3379535960094815, Millet,Sandy clay,3.982676494598473,No,Use of animal,2588.1210337969706
147,5.524111209059753,Moderate,No,5.891405119377704, Millet,Loamy sand,6.766082122503906,No,Mechanical power,3643.343558504113
148,1.463308761249904,Abundant,Yes,1.891507907943892,Wheat,Sandy clay loam,7.065213369393891,Yes,Use of animal,4782.652400342853
149,3.507818178129503,Moderate,No,3.869185255754961,Vegetables,Clayey,5.108088569971198,Yes,Use of animal,3006.119081532036
150,9.174392973699883,Abundant,No,1.4614329921683793, Millet,Clay loam,1.7297014197602048,No,Use of animal,4583.677306026488
151,3.1560570160027517,Moderate,Yes,4.561029226866844,Rice,Loam,7.303285774678653,Yes,Use of animal,1419.1991119843447
152,2.304053848821008,Abundant,No,2.697390381444328, Millet,Silty clay loam,1.6765112320783089,Yes,Use of animal,3126.3366989223596
153,5.405074842498067,Abundant,No,6.054692799559418, Millet,Sandy loam,1.892916637306318,Yes,Mechanical power,2264.2022389641556
154,9.870854086995406,Abundant,No,7.235275544641905,Maize,Silt,2.7639763189739996,Yes,Use of animal,4182.787047629519
155,3.178497443603504,Limited,No,5.789078741842358,Vegetables,Silty clay,3.5233821800934213,Yes,Mechanical power,2779.9792476076746
156,7.049219926652907,Moderate,Yes,4.9081302695025615, Millet,Sandy clay loam,8.618065302889436,No,Mechanical power,2901.009944561707
157,7.854576537958458,Limited,Yes,4.486000787710232,Vegetables,Sandy clay loam,7.074295993940475,No,Mechanical power,1259.12837809875
158,3.1387378959315972,Moderate,No,8.575225912873034,Wheat,Silt,4.484915095750842,No,Use of animal,2752.0402449551634
159,7.553947137506736,Moderate,No,2.9743125855874304,Beans,Silty clay loam,9.80764706044678,No,Mechanical power,1323.314787729786
160,4.3100481944732785,Limited,Yes,7.60796505575982,Vegetables,Sand,3.192422880548312,No,Use of animal,2198.2484723613575
161,6.690752475342215,Abundant,Yes,7.817340922661071,Vegetables,Silty clay loam,6.48832948645829,No,Mechanical power,1507.5258755343577
162,6.7017673968480524,Moderate,No,4.77280006543661, Millet,Silty clay loam,8.624926980577744,Yes,Use of animal,2337.9236977494356
163,5.821972156672826,Abundant,Yes,3.675705393030754,Sorgum,Loam,8.218203201611065,Yes,Use of animal,1909.5533792570038
164,1.8126079304896747,Limited,Yes,5.234873374413777, Millet,Clayey,1.8127697370906406,Yes,Use of animal,2140.7198157351886
165,8.51772246030314,Abundant,Yes,1.8389253330342865, Millet,Clayey,7.275468013070887,No,Use of animal,1593.5433604038542
166,3.8870205847456223,Moderate,Yes,1.4133702900618097,Maize,Silt loam,3.3207737999742273,Yes,Use of animal,2758.430452058651
167,2.678666593598688,Moderate,No,2.0044287950670263,Sorgum,Sandy loam,4.2016013025892,Yes,Mechanical power,2990.3058938882587
168,1.3669762739928752,Moderate,Yes,2.6843052831600356,Beans,Sandy clay loam,5.400927840800489,Yes,Use of animal,4346.590772655655
169,6.318036488694176,Limited,No,5.537591383042387,Maize,Loamy sand,8.116751494588542,Yes,Mechanical power,3155.301610624201
170,7.098079256580542,Moderate,No,8.642229725450099,Maize,Clay loam,2.495812984021425,Yes,Use of animal,1915.030116015627
171,1.1492904603507053,Limited,Yes,3.1207809879971826,Maize,Silty clay loam,1.9769971153565504,No,Use of animal,3943.582786527975
172,5.608837524693529,Abundant,No,9.416458096721003,Sorgum,Silt,2.380971205392802,No,Use of animal,2188.986986979781
173,3.0384619767814414,Moderate,No,9.594171180415032,Wheat,Silty clay loam,2.9640118203278485,Yes,Use of animal,4025.586186183918
174,6.806555113685048,Moderate,Yes,9.630141443606847,Beans,Silt,1.535516684299262,Yes,Use of animal,2548.656232824407
175,2.569297861044923,Moderate,Yes,8.538064612086913,Wheat,Sandy loam,9.337208226130697,No,Use of animal,3054.700250344739
176,7.218439642922194,Abundant,Yes,4.274425367179486,Wheat,Sandy clay,3.8717506637987356,No,Use of animal,3015.022272360783
177,4.480618116704837,Moderate,No,1.6541551990236076,Beans,Sandy loam,2.592780668797785,Yes,Use of animal,4822.543357681451
178,9.43056989863061,Limited,No,6.119368585898454,Wheat,Loamy sand,6.740507833138632,Yes,Use of animal,1614.6612606645426
179,2.2376884973139393,Abundant,No,6.0281329954351035,Sorgum,Silt loam,8.08296506889966,No,Mechanical power,4754.2223942339115
180,4.069597159452327,Abundant,No,8.64978190398636,Beans,Loam,7.779107490412751,No,Mechanical power,3247.954349355449
181,2.021261691165302,Abundant,Yes,9.963919458514948,Vegetables,Clayey,7.4683647350838305,Yes,Mechanical power,4974.754325478638
182,9.322242564507064,Abundant,No,5.573415759041328,Vegetables,Silt,1.454769778941704,Yes,Use of animal,3292.5531040748792
183,8.896054180428829,Abundant,Yes,4.106836279358058, Millet,Silt loam,8.039435672984016,No,Mechanical power,3625.5044375994185
184,3.3214746494364005,Limited,Yes,2.673115404006403,Maize,Silt,5.516907771266723,Yes,Use of animal,3998.2968123890028
185,6.939856414307611,Abundant,Yes,1.0431984233563365,Vegetables,Loam,6.841774180283651,No,Use of animal,4287.156717091393
186,8.354999801810942,Moderate,Yes,5.582023232399912,Vegetables,Sandy loam,9.607821620853038,Yes,Use of animal,2910.2544389912164
187,5.996807304395161,Abundant,No,5.999668000323362,Wheat,Sand,8.296052846266504,Yes,Mechanical power,3714.3755483370346
188,5.766855205204059,Abundant,Yes,8.424446318356576,Beans,Silt loam,8.428348083034043,No,Mechanical power,3459.5319836082913
189,3.1766706181040654,Abundant,No,5.5411927110352055,Rice,Silt,2.6332049699035447,Yes,Use of animal,2628.3479882899583
190,1.837924910253093,Abundant,Yes,9.248215137994508,Wheat,Silt loam,5.287754136907581,Yes,Use of animal,4283.190465656115
191,9.074941821579941,Abundant,Yes,6.65275128914292,Wheat,Silt loam,9.543929365093202,No,Mechanical power,1769.794212870799
192,9.103762514469974,Limited,Yes,8.563026143989749,Sorgum,Clayey,6.244167268636349,No,Mechanical power,1668.5228455095098
193,6.697913115459412,Limited,No,2.334715613269724,Beans,Silt,1.9232773278781448,No,Mechanical power,3945.7528579864606
194,4.051268119438307,Abundant,Yes,8.698025172720833,Rice,Loam,7.586378423967172,Yes,Mechanical power,3549.9412548625323
195,4.142886171513948,Limited,Yes,7.0762946899946355,Rice,Clayey,1.3863416239454491,No,Mechanical power,2270.6418621454814
196,7.533601109832154,Moderate,Yes,2.532097291944975, Millet,Loam,7.680675403033648,No,Mechanical power,3540.5196180661214
197,9.073992339573193,Abundant,Yes,2.707872023314098,Wheat,Silty clay,8.917953644103827,No,Mechanical power,4082.5887536544756
198,8.983777818386056,Moderate,No,9.338505571397992,Sorgum,Clay loam,4.8272512655200135,No,Mechanical power,1867.8647128213556
199,8.018879912718614,Moderate,No,1.289938244053356,Maize,Silty clay,4.722515766865786,Yes,Mechanical power,3325.576527219359
200,6.77828481538859,Abundant,Yes,5.162814489661355,Vegetables,Clay loam,3.737902395292539,No,Use of animal,4298.663602070455
201,1.7572596849554394,Moderate,Yes,3.821277609406914,Wheat,Clayey,8.892444565933594,Yes,Use of animal,2644.9541537056284
202,2.454658426851524,Moderate,No,6.9856969599858525,Maize,Sandy loam,5.930061436435482,Yes,Use of animal,3286.9468302878718
203,9.086987696743714,Moderate,No,8.556664488120928,Maize,Sandy clay loam,6.213339465711569,No,Use of animal,1314.1428170898748
204,6.457861536936309,Abundant,No,4.2434030940091265,Beans,Silt loam,6.955366517649591,No,Mechanical power,4321.874910634632
205,1.0827734645496667,Abundant,Yes,4.842118785905535,Wheat,Silt loam,3.7020785280658934,No,Use of animal,4184.505475555467
206,1.913243885794289,Moderate,No,9.837260060512728,Beans,Clayey,4.8950768021537066,Yes,Use of animal,2825.0178119864745
207,6.971515921972502,Abundant,Yes,8.055248587112825, Millet,Sandy loam,7.674451859856689,No,Use of animal,1476.9936407529503
208,1.0455542546159682,Abundant,No,9.074837178386122,Maize,Loamy sand,9.869382716850868,No,Mechanical power,3641.5951363567583
209,2.4472724627574878,Moderate,No,4.948859985864668,Rice,Sandy loam,1.3087498605807721,No,Mechanical power,3291.9204792508576
210,5.938604104299275,Abundant,Yes,3.106685835857037,Maize,Sandy clay loam,1.3838364815191069,Yes,Mechanical power,4677.919589887215
211,7.227056779234239,Limited,No,4.706771188478065, Millet,Sandy loam,4.852742337846354,No,Use of animal,2119.234119216446
212,6.867651335523405,Abundant,Yes,7.444827260483621,Maize,Silty clay,6.93659651328652,Yes,Use of animal,1129.3058574711004
213,3.018423785145038,Limited,No,1.984873643523814,Beans,Loamy sand,4.477281623517852,Yes,Use of animal,2018.9584401909688
214,7.409612992127823,Moderate,Yes,3.4342219505485794,Wheat,Loam,9.996747885686615,Yes,Use of animal,2711.6279175322525
215,3.135241787471201,Abundant,No,1.4197231041543135,Rice,Clayey,2.7582333227752227,No,Mechanical power,1621.7777584207704
216,3.9285972834334095,Moderate,No,4.8911296450431845,Beans,Silt loam,1.0713291220668475,No,Mechanical power,4918.9397760588845
217,7.718422646062217,Moderate,Yes,8.447011623816518,Vegetables,Sandy clay loam,2.711164260814922,Yes,Use of animal,1889.5641039582144
