,Tree_Cover,Biodiversity_Metrics,Carbon_Sequestration,Crop_Type,Soil_Type,Soil_Moisture_Content,Crop_Yield_Tons_per_Hectare
68,Medium,3.055821786762832,5.133642050616078,Wheat,Clayey,0.7392659243188452,3.3496278376033386
69,Low,3.760492470728032,6.089506582199514,Maize,Sandy,0.9182037476865635,6.747370162215326
70,High,4.349798380333848,7.246594673703612,Wheat,Sandy,0.8566439128375991,8.4559420246935
71,Medium,2.2919587327074735,7.909390464017585,Maize,Loamy,0.5599942987056211,3.7024907549246766
72,Medium,4.556048760443838,9.060143311747686,Wheat,Sandy,0.7125727532020594,6.718900722912359
73,Medium,1.6425344504742028,4.190897856378953,Maize,Loamy,0.47229919905463214,1.9711021703430243
74,Medium,1.6920954790046574,9.563295275673342,Rice,Sandy,0.6824774550647026,9.729382999380947
75,Medium,2.0670882544956957,6.7355182911077875,Rice,Loamy,0.3317971945108563,1.523424475455633
76,Medium,1.4781234781883112,8.08931694429053,Rice,Loamy,0.491267902392598,4.943572064568787
77,High,1.9212768987315103,7.297921391332945,Wheat,Clayey,0.2885911638416552,5.831373178540209
78,High,1.4256470516113784,2.8501455281356596,Maize,Loamy,0.13436645741159323,8.114336007970277
79,Medium,4.287009667941561,1.642945447079455,Rice,Loamy,0.629685865517835,2.090156653651791
80,High,1.5558759675464984,7.536578176163082,Wheat,Loamy,0.8779864108157178,4.967271764696589
81,Low,3.9891902302394273,5.599474010151188,Maize,Loamy,0.12302044716087236,3.697404125891071
82,Medium,1.191655471653335,7.3199203156749215,Rice,Loamy,0.27642676665636634,3.8080964412400604
83,Low,4.7940813100556605,5.291585235239138,Rice,Clayey,0.514166553343378,8.009091244587257
84,Low,3.8446403501110646,3.810110683748536,Wheat,Loamy,0.699307135158028,1.0491485052864982
85,Medium,1.0271861943444471,3.5651611833361145,Maize,Loamy,0.2541062743028978,7.7417527720236965
86,High,4.055426000800856,7.574789177829948,Wheat,Loamy,0.15102534607356186,8.293585871107956
87,Low,3.0563276830647412,3.4910207331919723,Rice,Sandy,0.5671438459542003,9.11226019457862
88,Medium,4.117460681340479,7.4320918383287875,Wheat,Sandy,0.8368387417515779,6.641936229074352
89,Low,3.089987235562354,4.455641136856407,Wheat,Clayey,0.13171141838149417,4.001097954450171
90,Low,3.5640994305414186,7.9380856388692225,Rice,Loamy,0.41443250532312337,4.845112592939836
91,Low,4.145326621580162,2.2852893320440266,Rice,Loamy,0.6971632685140017,9.727624740586863
92,Low,2.620432218351427,2.84481948883911,Maize,Sandy,0.2176678054922203,8.93068143792267
93,High,1.0108325992818084,7.173204451481472,Maize,Loamy,0.3123520992034811,5.171733181894978
94,Low,4.399785983780754,6.042080081784364,Rice,Clayey,0.5819433794076394,9.487567063998302
95,Low,2.5235614504986503,2.8349050835943927,Rice,Loamy,0.9579085267277963,8.40659387865813
96,Low,2.9841709040663322,9.125443105541395,Maize,Clayey,0.3586083564193805,9.109808754938152
97,High,1.0310665686158749,3.4834973267138167,Wheat,Sandy,0.5387746790986393,7.146795111183288
98,Low,2.968368041400392,4.789642583742705,Rice,Clayey,0.4599377767579764,8.718886391157955
99,Low,4.945949606286918,2.8205914768528415,Rice,Clayey,0.907657004827072,9.025895272008931
100,High,2.1130706432750785,4.492248565073628,Wheat,Clayey,0.16470087762800406,1.8281492608660428
101,High,2.5816730809695123,5.424820751003268,Maize,Clayey,0.6095328322066879,9.686952789945927
102,High,3.7487599858747065,3.657223490616272,Maize,Clayey,0.8615077292709497,4.00251788887657
103,Low,4.259174670094635,7.92184305876835,Wheat,Clayey,0.9893058193563325,4.959095586250199
104,High,2.669566496024401,4.545396807816224,Rice,Clayey,0.7288529477696266,8.127133832735337
105,High,2.23867548160517,7.565589999628903,Wheat,Clayey,0.4419419280998721,6.984066750152479
106,Low,4.751303199940269,2.8636495785121903,Rice,Clayey,0.4706419172805495,9.037539211924516
107,High,3.708579866686677,4.393319471138609,Maize,Sandy,0.4165139977684875,4.605163756990949
108,Low,1.4760852179725643,1.0725246000598165,Rice,Clayey,0.6432517898262581,4.359593473085427
109,Medium,1.2757115125385945,7.827738255223405,Rice,Clayey,0.7654651936464258,1.285199645871877
110,High,2.934199403161476,6.6329797989743575,Rice,Loamy,0.8375208072300379,5.1645283900269225
111,Medium,1.8803602641890897,8.360409924284106,Rice,Loamy,0.47493379871485475,7.516636932961978
112,Low,2.015939013505014,5.100497092924419,Rice,Loamy,0.7450376520331353,3.7106084586359445
113,High,4.510768715311393,8.197665793415553,Maize,Clayey,0.9246003328267988,5.164538623064573
114,Low,1.3582640972652427,6.8282428984388055,Wheat,Sandy,0.9287423150056348,2.974579916367502
115,Medium,3.8614564609155586,1.032516392808148,Maize,Sandy,0.7336261024431783,7.955090252843146
116,Low,2.0845690135223522,3.2832486557966076,Rice,Loamy,0.6732119735312825,1.544604052070324
117,High,4.04131288561655,5.445022169856232,Wheat,Loamy,0.5783734679725061,7.348447495004484
118,High,3.8896455378541783,6.568186147407741,Rice,Clayey,0.26487790136391576,4.410460105704852
119,Medium,1.029567605777172,1.5903177819817342,Maize,Sandy,0.21126668734487664,1.374364624484087
120,Low,3.0365416516863966,7.345719353654125,Maize,Sandy,0.5371399061104423,8.681226285626071
121,High,1.5572779295121855,5.8918248788253385,Rice,Loamy,0.24349974058671342,5.389496768630487
122,Medium,4.464908122314707,5.732013761364571,Rice,Sandy,0.6192999331024024,6.3938707265451615
123,High,4.486343531449626,3.628410022881236,Wheat,Loamy,0.6811324572710964,7.588276223720112
124,High,2.673383229975032,6.353407895415192,Wheat,Loamy,0.5730540377680367,6.895669897010698
125,Low,2.777582473804322,1.2474360066859718,Rice,Clayey,0.1327840412613523,7.577711837331504
126,High,2.2131317576181084,1.5823029745358963,Wheat,Loamy,0.15195516292209896,7.860535161200719
127,Low,3.866425195840124,7.604830784915574,Rice,Clayey,0.20200706621333692,6.302363775081498
128,High,2.4346454521058365,3.897022082805675,Rice,Sandy,0.23828122448950512,4.290740478169811
129,Medium,2.071169898090535,4.122703680620354,Rice,Sandy,0.9908943523923999,3.1882793474470836
130,High,2.728924238018033,2.8754668293080665,Maize,Loamy,0.4100455151768102,9.126129129875084
131,Low,1.3659500735498349,5.010586228899389,Rice,Loamy,0.3627760362771576,9.729323601743982
132,Low,3.9864128185768153,1.4679408827017029,Rice,Clayey,0.14703997209780617,4.218964795883879
133,Medium,1.0503856050871478,3.703269012140023,Rice,Clayey,0.6717883516170369,2.010796561650702
134,High,3.5779402460823757,5.744115295999277,Wheat,Sandy,0.6869717066181527,3.0028359440478813
135,High,1.7314581070194897,5.190687294032233,Rice,Sandy,0.2579038206207982,7.0360061138847065
136,Medium,1.9296161848576525,9.997026788107304,Maize,Loamy,0.9273173868321518,2.5564003296249767
137,High,3.5425279945601598,4.49888186905219,Maize,Loamy,0.8204441919356146,8.021100457548894
138,High,4.971773863131629,4.48299153328878,Rice,Clayey,0.30728738512675724,9.307272158872422
139,Low,4.110869956290203,5.532235996730143,Rice,Loamy,0.5372647578248837,9.672863635709625
140,High,1.903358528893568,2.712727992441068,Rice,Clayey,0.512551770578965,1.0839295537740161
141,High,1.7040990201645352,8.88673980663242,Maize,Sandy,0.4136683999080887,9.623387484589749
142,Medium,4.464931481070682,6.150410099780037,Wheat,Sandy,0.8358712415430518,7.6617497721665595
143,Medium,2.776735791686017,2.7289687527948017,Wheat,Loamy,0.1983380370590359,1.7564520903742205
144,Low,1.5482112113126218,8.14097432234919,Rice,Clayey,0.47378281584501347,4.7371642190085375
145,High,4.448845693287753,1.3089895402856793,Wheat,Loamy,0.48522801749429534,7.300409271215582
146,High,4.264369411657046,9.843077805268845,Maize,Loamy,0.5218530441527617,9.610169433949444
147,High,4.935625455588655,8.786344012942342,Rice,Clayey,0.8752149919887657,2.4772725425025333
148,Low,4.638974746850735,6.2167550998061785,Wheat,Loamy,0.29635018318135115,2.149599537342586
149,Low,4.407161354642167,2.001660964813598,Rice,Clayey,0.19263085616104547,5.251123479356907
150,Medium,1.2102975912440126,2.937454959607043,Rice,Clayey,0.6560276165389972,9.712890043646404
151,Low,1.417661477992472,3.514916532822068,Maize,Loamy,0.25645102748024245,9.742412937322095
152,High,3.2759327772164912,3.169285641132499,Maize,Clayey,0.1674388772691578,3.051232669476184
153,High,3.1259169851272834,5.477680094081012,Wheat,Sandy,0.4839842985139482,3.874124331743116
154,Low,2.831852857958142,9.50104333240433,Maize,Sandy,0.2976817877723269,9.17228787080189
155,High,2.587157301658337,4.997553262910294,Rice,Sandy,0.42509495698118527,7.613573417668578
156,High,2.7248419394573156,6.954081113560649,Maize,Sandy,0.33373997209221173,9.750847857918565
157,Low,3.277191736539181,7.197248853809408,Wheat,Loamy,0.18337281645107417,9.038335267139988
158,Low,1.0083060704003248,8.844226527290346,Wheat,Sandy,0.6043124826317814,2.93586445282369
159,High,2.042835096531409,1.3043915881436732,Wheat,Sandy,0.12431657623553712,7.837541734714151
160,High,3.0731188827548443,4.63897053412788,Maize,Sandy,0.9697378131949596,1.4370870840410495
161,High,3.888864394694585,8.062616026774894,Maize,Sandy,0.4071974695614696,8.360495008673265
162,Medium,1.6966267695815853,8.333803134689017,Maize,Loamy,0.7256417594408234,6.414010862001473
163,Medium,3.187524695149732,9.345993536566102,Maize,Sandy,0.8293265852927049,9.604908663728155
164,Medium,3.857838735543127,7.3251492383620205,Maize,Clayey,0.3511943159855997,9.640292099221707
165,Low,2.7785106316556187,3.2063855149426916,Wheat,Clayey,0.7738648381990614,1.4573359812191975
166,Medium,1.1083245346802042,5.550991687759404,Wheat,Loamy,0.8491787698822386,2.4446933700019104
167,Low,2.797072633862547,1.291107591270078,Maize,Loamy,0.3171855104304522,5.357863425868224
168,Low,2.1857795509766125,6.822355069884221,Rice,Loamy,0.9932452092064654,8.915441724515343
169,Medium,4.718598430805313,5.988656903578811,Wheat,Sandy,0.11861981455788043,8.330006280664508
170,Medium,1.4984535427133094,7.001526526851638,Rice,Loamy,0.295300432211987,9.679330237166008
171,Medium,3.6099038220289286,9.371264980488359,Rice,Sandy,0.8020186806492936,6.562757054002067
172,High,1.2108790653380046,7.185489505483884,Wheat,Loamy,0.2747179225501776,3.3090716760545855
173,Medium,2.784681751250786,3.884049373372851,Rice,Clayey,0.7284338769755858,1.225959755546596
174,High,3.2159179488803225,2.788629974831411,Rice,Clayey,0.8699773644846133,3.0063384164849403
175,Low,2.191819725267462,8.691725861367892,Wheat,Sandy,0.9632928453708341,7.077458781582622
176,High,2.8203025420815377,2.7489892894638452,Wheat,Loamy,0.5268227638602426,9.336473410087118
177,Medium,1.6542151781207495,2.4544862253582753,Maize,Clayey,0.9739982106839057,3.8881330057743835
178,Low,2.2164953978721447,2.8595087261287824,Wheat,Sandy,0.47046006701351073,8.881338972603658
179,Low,3.484425299640812,5.579567633174561,Rice,Clayey,0.2963152357069472,4.554084235070409
180,Low,2.2072002234446204,2.1176869884351115,Wheat,Loamy,0.5625296677762528,3.774441244316953
181,High,4.598972313635487,9.44306497537032,Maize,Sandy,0.6848409198803433,5.579598185252363
182,Medium,3.513627830563959,9.696283365160806,Wheat,Clayey,0.5121669844449495,4.980461431686537
183,Low,2.754596073743938,9.76421667954699,Rice,Loamy,0.6102751995701124,9.224198816653162
184,Low,1.1550277422167299,1.3521232433774784,Wheat,Sandy,0.4747682689544698,5.2143125266731385
185,Low,2.998193340818685,9.515777738320285,Rice,Clayey,0.5722857586191249,3.4960184850076796
186,High,4.059104968500357,9.976734393556827,Wheat,Clayey,0.9573361047519054,8.583090197517134
187,High,2.0622303920496545,9.481861984109383,Maize,Sandy,0.5498480372826988,9.988745604936101
188,Medium,4.22709427859507,7.038450151864355,Maize,Loamy,0.32786166952833423,6.833542772631915
189,High,2.007227064203526,7.3110713716765074,Wheat,Sandy,0.7828719593613136,3.2541523204272274
190,Low,4.294985551803202,2.1002764588610288,Rice,Clayey,0.4038260120033944,3.1493356931186134
191,Medium,1.3410733664467096,8.868673693674662,Maize,Clayey,0.8345864537392517,1.5193602659373382
192,Low,4.4647348354761185,1.5367562616589434,Rice,Clayey,0.15115779008549665,1.6956373466267638
193,Low,2.996745803733322,3.859574919558758,Wheat,Loamy,0.39896017939782225,9.234847856644862
194,High,2.186150358481048,9.920364806333684,Maize,Clayey,0.1849239174345755,1.868383963445955
195,Medium,2.060453001660595,4.800950911926957,Maize,Clayey,0.1767860418212483,5.359094634491009
196,High,2.7280422357214507,2.1804060156873284,Rice,Sandy,0.6925506032551935,7.283096017238604
197,High,4.996197992414579,9.723651958441721,Maize,Clayey,0.44680132121824667,8.653193044962428
198,Medium,1.8813095737503303,9.857256823375625,Rice,Sandy,0.8843310477866013,2.5414385522835454
199,Low,1.4128665955159985,2.6833841671484295,Rice,Clayey,0.5647646240861762,4.940008112128211
200,Low,3.3401406748746476,8.783234278661538,Wheat,Sandy,0.3658088990550544,3.2633217551239975
201,Medium,2.9541698657610285,4.513809935745026,Rice,Sandy,0.7487999991659753,3.3024078096994147
202,Low,3.0967850842532294,4.432316180380431,Maize,Sandy,0.6616151124271297,3.734553767380083
203,Medium,3.6677416702288683,3.364278687072115,Rice,Sandy,0.819635158746283,6.284045929766205
204,Medium,2.0685762794825973,1.4023924709940685,Maize,Loamy,0.6792294487076965,1.1491972451702939
205,High,4.642659981535553,3.4120808531670117,Rice,Clayey,0.2503120753890282,4.678896576839751
206,Medium,2.7426882644891615,1.4839921479974683,Wheat,Loamy,0.7032790339003594,2.681471217095133
207,High,1.5163447805698471,9.31934841723967,Wheat,Clayey,0.45239427785422925,9.704066576613712
208,Low,3.969195026935777,6.955486051534557,Rice,Sandy,0.5168287272318113,6.244562433252793
209,Low,3.572417410471401,8.979603850147523,Rice,Clayey,0.9294081181636102,8.812859219472903
210,Low,2.2629736099361484,7.455616133235136,Rice,Sandy,0.4239676416679723,2.761209880926508
211,Low,3.486074896136194,2.181581839743753,Wheat,Clayey,0.6507632286917548,8.29014129391409
212,High,1.8794478254759075,9.46523383061768,Rice,Sandy,0.42713356007101566,4.7330421517470995
213,Low,2.779357437362118,9.099037482694904,Rice,Clayey,0.18525473682201257,2.5992521996446216
214,Medium,4.597650088669301,4.132684701109321,Maize,Clayey,0.5081728078434705,7.851206821494095
215,Medium,1.5341369326429977,2.0038000631650883,Wheat,Clayey,0.6373553540136867,7.858099878537528
216,Medium,2.546785799949848,7.337392757099864,Wheat,Sandy,0.4667529628338388,9.96299116177655
217,High,4.2845696988813895,7.555251724630502,Rice,Clayey,0.4515995662103659,8.028435356183476
218,Low,4.877963597624713,9.071461403566364,Rice,Sandy,0.8383406625049573,2.3074052313441507
219,Low,2.8157045456871836,1.4739018350597193,Maize,Loamy,0.12671665506052318,3.902902676071554
220,Low,3.0279984805733897,2.2753345422463465,Rice,Clayey,0.36602685706610794,5.065542255620314
221,High,3.288687847135079,6.384239135912641,Wheat,Sandy,0.8305815388394905,2.1398752513881556
222,Medium,4.729392566534843,6.572183957830743,Maize,Sandy,0.9284771337500474,8.092350770030325
223,Medium,4.432827163908119,1.3024869608350564,Wheat,Sandy,0.4710696272567455,5.740286841213278
224,Low,1.6824044984865774,4.572388459554926,Rice,Loamy,0.8999148188764687,9.500046121861782
225,Medium,2.7470312713883,6.257455581484442,Maize,Sandy,0.27903710991252945,6.303773300732383
226,Medium,2.856001712785705,7.641201998365605,Wheat,Loamy,0.29928436107415535,5.7060917536442854
227,High,4.156384446595027,3.8453562260049567,Wheat,Loamy,0.8615722389263232,1.6428263763957789
228,High,3.411571530421741,5.355131437196573,Wheat,Sandy,0.9129319672065563,2.3441131445012
229,High,3.616881848116052,8.326493850808083,Rice,Clayey,0.30052519116640075,8.645734690877362
230,High,4.9927996306624705,9.585055575079664,Rice,Loamy,0.15339177097175,9.916083800432276
231,Low,1.2998401738800522,3.0728320785086094,Rice,Sandy,0.18129172334975896,4.736612223084426
232,High,1.892039294134932,3.277379852379066,Rice,Loamy,0.3352427518387269,8.290774753524362
233,Medium,2.6315837494861873,9.45836368690488,Wheat,Sandy,0.7853041694321153,6.648271896975866
234,Low,2.3911296121955488,4.563200356864153,Maize,Sandy,0.5589926450166546,9.631533463045422
235,Medium,1.0865822453879344,7.465134920686684,Rice,Loamy,0.5100299580184927,3.1432351189968393
236,Medium,1.3671104258847033,6.510387058568886,Maize,Sandy,0.6257259380494008,5.903521687071487
237,Medium,3.7238131656143048,3.5702891181465066,Wheat,Loamy,0.9012008021159675,4.679162365083361
238,High,4.517297853450243,6.882059997622225,Rice,Sandy,0.1813873416090918,5.875443783487137
239,High,3.0569080450639103,6.90009310861276,Wheat,Clayey,0.7252517148729232,3.419722750769697
240,Low,3.156764318054532,6.331988668681686,Rice,Clayey,0.9341117610898646,5.479715464441696
241,Low,2.0203737313295176,1.8969474236456159,Rice,Loamy,0.29201503758256,6.623237320522886
242,High,4.0715054545348455,9.956546401366339,Maize,Loamy,0.853995084365651,1.7309429559954288
243,Medium,4.007178349469026,4.603748150537447,Wheat,Loamy,0.728222239683552,7.686885293268609
244,Low,3.3534627568706266,6.7442588685729,Wheat,Loamy,0.11302168246583022,7.358706668443755
245,High,1.8506571460453713,8.971855247013574,Wheat,Clayey,0.30845051232591536,8.924118413063367
246,High,1.3880728729483578,4.809596395778527,Maize,Loamy,0.6452602848062927,4.83270896628933
247,High,1.2569543034285036,7.9653255112499375,Maize,Sandy,0.5521603055420905,1.5550221935324595
248,Medium,3.370784266571511,9.746419822114653,Wheat,Sandy,0.5751426272741793,5.153150161195182
249,High,4.3001412765712,4.230412842277435,Wheat,Loamy,0.30873738214614044,2.238482548557653
250,High,4.433321727123699,4.64742613209463,Rice,Sandy,0.707503123637764,6.82702132169636
251,High,2.8544882973737993,9.150184530969119,Rice,Loamy,0.33977653384309925,1.4241837171817524
252,High,4.137085197226868,2.436785810336647,Maize,Sandy,0.4504914698306085,4.365967656049256
253,Low,4.787520785364094,1.2573535452349809,Rice,Sandy,0.4320243242920686,1.7455860863874584
254,Low,2.100680449952272,9.180001043642006,Wheat,Loamy,0.7048225199079087,1.0302979066444298
255,High,2.5918413855230287,8.394324167058222,Wheat,Loamy,0.18122748551489565,9.645015015114327
256,Medium,4.725915970386723,9.753247292961989,Rice,Clayey,0.2849877109361667,9.965146132236523
257,Low,2.3529238692691394,1.5241400443961042,Rice,Loamy,0.2804473636165611,5.9995265637863175
258,High,4.655505161287185,2.405595973968885,Maize,Clayey,0.19758220670413912,3.1506026495093553
259,Low,4.924179449017863,1.9478130318082796,Rice,Loamy,0.2868354809528132,9.199891331277916
260,Low,3.6472429142976988,7.150745190643383,Maize,Sandy,0.6463542411310189,9.30732937368496
261,Medium,4.267561158016673,6.454090663724289,Rice,Clayey,0.7589513537867694,8.690580020536354
262,High,3.998182256884341,4.234016794485337,Rice,Sandy,0.6942731022722104,5.899329861106438
263,High,3.798137030462095,1.5168113146202051,Rice,Loamy,0.5276693241827941,1.672319448064247
264,Medium,2.2277242919249303,6.756957856418868,Rice,Loamy,0.1471911139864573,1.7959503478311805
265,Medium,1.2283773516317749,6.13108436603551,Wheat,Loamy,0.9631063096180975,9.069578089413897
266,High,2.3722069300786024,2.0161288995455418,Wheat,Loamy,0.25126881475374274,8.882441627115064
267,High,3.6677439408156265,9.180187340263426,Wheat,Clayey,0.7015792333651037,4.909575242630959
268,Medium,1.4101167929112055,2.7905473870479147,Rice,Clayey,0.9216015539339,3.953391575287828
269,Low,1.0476719319129684,7.691582369294707,Maize,Loamy,0.7279993863828897,6.797115281296919
270,Low,1.5587694904117546,8.965682762886534,Rice,Sandy,0.29624467617005523,8.262891534299724
271,Medium,3.8629437056431812,6.215274916243376,Wheat,Clayey,0.38421666888762074,7.585164478466389
272,Low,4.891174806625775,3.221640147684262,Maize,Sandy,0.12718528030998566,6.540426442456357
273,Medium,4.932258798459282,3.7832366586262722,Maize,Loamy,0.6514824167579022,3.0835994000034823
274,Low,2.9759165965607517,8.971727803469491,Wheat,Clayey,0.65169368279341,3.3625438229864364
275,Low,4.47740920396939,3.684314407388362,Rice,Clayey,0.7529505232387413,7.516607332579316
276,High,3.9473058230060163,7.715714349855739,Maize,Clayey,0.10989666034805923,8.22357867205928
277,High,3.0041609479384137,9.911486910298647,Maize,Sandy,0.8360571599420199,2.045216692896309
278,Low,3.291042131820347,9.9983504742641,Wheat,Loamy,0.7648398616602773,2.6856734294017546
279,Low,1.5489085864674843,5.801317734423983,Maize,Loamy,0.22679794857167995,7.124232359596342
280,High,4.750645842466368,8.439002171074879,Maize,Clayey,0.41286394834208073,4.50087928724261
281,High,2.407719082927107,9.912248811290796,Maize,Clayey,0.6746724036137951,6.069635805439276
282,High,2.784597025828678,4.3720560085778395,Rice,Loamy,0.5462171874462951,6.533334573900725
283,Medium,3.686640923991595,3.271686265632753,Rice,Sandy,0.2035848375111362,7.9858312054059875
284,Low,2.335609886106216,2.028100202579649,Wheat,Clayey,0.17861083762293092,8.251452556452168
285,High,2.017036643955722,2.268096742658135,Rice,Sandy,0.8033106691972824,3.5208662073531083
286,Low,3.5241975730808823,8.68200727258597,Maize,Sandy,0.24037040621602884,5.871670560299542
